species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Bacillus spizizenii,40594,35235,35256,29429,35990,34033,36981
Bacillus subtilis,4661,5896,6869,3307,2037,3058,3529
Bacillus inaquosorum,148,179,151,117,123,108,138
Bacillus vallismortis,151,175,156,NA,114,98,123
Bacillus rugosus,58,59,61,NA,NA,54,52
Staphylococcus aureus,24376,19827,25364,24460,36366,37142,38350
Listeria monocytogenes,23601,19664,24684,26678,36596,37005,39120
Listeria innocua,271,168,219,304,351,476,335
Listeria welshimeri,54,NA,52,NA,64,58,53
Listeria swaminathanii,51,NA,72,74,90,81,66
Enterococcus faecalis,34209,29230,35595,31122,35691,36417,38143
Limosilactobacillus fermentum,16787,13648,15970,19470,27303,25481,30076
Salmonella enterica,50969,52420,46461,34401,41968,40719,46735
Salmonella bongori,69,199,50,NA,NA,NA,NA
Escherichia coli,42585,38890,36530,27000,31593,28013,32920
Escherichia albertii,90,60,63,48,51,NA,NA
Escherichia marmotae,56,NA,NA,NA,NA,NA,NA
Escherichia fergusonii,79,NA,NA,NA,NA,NA,NA
Shigella flexneri,1749,1834,NA,NA,NA,NA,NA
Shigella dysenteriae,181,NA,NA,NA,NA,NA,NA
Pseudomonas aeruginosa,22210,22069,17007,16021,27329,24509,30888
Cryptococcus neoformans,7687,5784,8452,6272,5011,4524,5243
Saccharomyces cerevisiae,5640,6278,5637,4607,5145,5062,5504
