species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Kluyvera sichuanensis,1,NA,NA,NA,NA,NA,NA
Trabulsiella odontotermitis,2,NA,NA,NA,NA,NA,NA
Phytobacter ursingii,2,NA,NA,NA,NA,NA,NA
Pseudocitrobacter corydidari,2,NA,NA,NA,NA,NA,NA
Lelliottia sp. JS-SCA-14,1,NA,NA,NA,NA,2,1
Kosakonia sp. SMBL-WEM22,1,NA,NA,NA,NA,NA,NA
Scandinavium goeteborgense,1,NA,NA,NA,NA,NA,NA
secondary endosymbiont of Trabutina mannipara,1,NA,NA,NA,NA,NA,NA
Erwinia sp. HDF1-3R,1,NA,1,NA,NA,NA,NA
Erwinia pyrifoliae,1,NA,NA,NA,1,NA,NA
Erwinia rhapontici,1,NA,NA,NA,NA,NA,NA
Pantoea rwandensis,1,NA,NA,NA,NA,NA,NA
Paramixta manurensis,1,NA,NA,NA,NA,NA,NA
Pseudomonas aeruginosa,7306,4101,3636,3844,6125,4566,5926
Pseudomonas citronellolis,2,NA,NA,NA,NA,NA,NA
Pseudomonas sp. NY8938,14,NA,NA,NA,NA,NA,NA
Pseudomonas cremoricolorata,1,NA,NA,NA,NA,NA,NA
Pseudomonas entomophila,1,NA,NA,NA,NA,NA,NA
Pseudomonas grandcourensis,1,NA,NA,NA,NA,NA,NA
Alloalcanivorax venustensis,1,NA,NA,NA,NA,NA,NA
Marichromatium purpuratum,1,NA,NA,NA,NA,NA,NA
Paraphotobacterium marinum,1,NA,NA,NA,NA,NA,NA
Devosia sp. I507,1,NA,NA,NA,NA,NA,NA
Lichenicola cladoniae,1,NA,NA,NA,NA,NA,NA
Cryptococcus neoformans,2286,1053,1728,1278,1062,876,972
Cryptococcus tetragattii,10,4,10,NA,2,NA,4
Kwoniella newhampshirensis,1,NA,NA,NA,NA,NA,NA
Saccharomyces cerevisiae,1583,1149,1251,838,1130,925,1013
Saccharomyces paradoxus,10,4,8,5,9,2,3
Saccharomyces mikatae,1,2,NA,NA,1,NA,4
Rhizophagus irregularis,3,NA,NA,NA,NA,NA,NA
Homo sapiens,2,NA,3,NA,7,6,7
Juglans regia,10,15,3,5,4,3,5
Prunus dulcis,1,NA,NA,NA,NA,NA,NA
Gossypium raimondii,1,NA,NA,NA,NA,NA,NA
Helianthus annuus,1,NA,NA,NA,NA,NA,NA
