species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Cryptococcus neoformans,6322,4174,6365,4557,3885,3323,3811
Cryptococcus gattii VGI,40,15,20,15,12,13,11
Cryptococcus gattii VGII,20,19,37,11,5,7,7
Cryptococcus gattii VGIV,1,2,2,1,NA,NA,1
Cryptococcus gattii VGIII,1,1,2,2,1,NA,NA
Kwoniella heveanensis,1,NA,1,1,NA,1,NA
Saccharomyces cerevisiae,4486,4464,4232,3132,3883,3591,3774
Clavispora lusitaniae,3,2,NA,NA,1,NA,NA
Neurospora crassa,2,NA,1,2,2,NA,3
Sporothrix brasiliensis,2,2,1,NA,1,NA,1
Lomentospora prolificans,2,4,1,1,1,NA,NA
Coccidioides immitis,3,1,2,NA,NA,1,2
Histoplasma capsulatum,1,NA,NA,NA,NA,NA,NA
Enterocytozoon bieneusi,1,1,NA,NA,NA,NA,NA
Aphanomyces invadans,6,2,5,3,6,1,2
Phytophthora palmivora,1,NA,NA,NA,NA,NA,NA
Toxoplasma gondii,2,NA,NA,NA,NA,NA,NA
Acanthamoeba culbertsoni,1,NA,NA,NA,NA,NA,NA
