species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Bacillus spizizenii,26072,18368,20528,14648,19193,16737,18549
Bacillus subtilis,1276,1116,1045,635,1307,1211,842
Bacillus inaquosorum,85,52,62,40,58,42,50
Bacillus halotolerans,41,NA,46,NA,NA,NA,NA
Bacillus vallismortis,57,36,48,21,50,42,32
Bacillus tequilensis,12,NA,17,NA,NA,NA,NA
Bacillus atrophaeus,10,NA,NA,NA,11,NA,NA
Bacillus rugosus,32,16,16,15,NA,26,15
Staphylococcus aureus,15021,9710,13879,11169,20163,19061,18846
Staphylococcus argenteus,16,NA,14,13,19,16,19
Staphylococcus schweitzeri,14,NA,NA,NA,NA,NA,14
Listeria monocytogenes,14225,9655,13006,12062,20330,18479,18946
Listeria innocua,97,29,148,203,99,307,202
Listeria swaminathanii,14,NA,20,14,24,14,16
Listeria welshimeri,11,NA,NA,NA,13,NA,13
Listeria seeligeri,14,NA,NA,NA,13,NA,NA
Enterococcus faecalis,20828,14239,19179,14343,19336,18289,18762
Limosilactobacillus fermentum,10289,6096,7937,9266,13939,11723,13641
Actinomyces oris,22,12,16,NA,17,13,NA
Salmonella enterica,34152,22130,24534,17358,22276,20240,21900
Salmonella bongori,21,NA,15,NA,NA,NA,NA
Escherichia coli,21493,18968,16148,11025,15901,11935,14880
Escherichia sp. E4742,23,NA,14,NA,NA,NA,NA
Escherichia albertii,28,37,17,NA,NA,NA,NA
Escherichia fergusonii,20,14,19,NA,NA,NA,NA
Escherichia marmotae,12,NA,NA,NA,NA,NA,NA
Shigella flexneri,2119,1473,672,967,NA,NA,NA
Shigella dysenteriae,133,NA,73,NA,NA,NA,NA
Klebsiella pneumoniae,46,NA,NA,NA,NA,NA,NA
Pseudomonas aeruginosa,13258,9797,7994,7858,13737,10830,13701
Pseudomonas sp. CIP-10,361,NA,154,173,NA,NA,122
Burkholderia multivorans,18,10,NA,NA,13,NA,NA
