species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Bacillus spizizenii,41073,36621,36135,29819,34553,33360,36722
Bacillus subtilis,6167,7050,8693,5331,5338,5819,6352
Bacillus inaquosorum,152,164,142,94,122,99,130
Bacillus vallismortis,137,148,157,71,108,105,116
Bacillus stercoris,153,NA,140,NA,NA,NA,NA
Bacillus rugosus,61,64,58,NA,NA,51,NA
Staphylococcus aureus,27956,21029,27326,26696,39345,41735,42110
Listeria monocytogenes,24320,20915,25421,27865,37689,38646,40786
Listeria innocua,157,110,170,152,210,216,204
Listeria welshimeri,52,NA,51,NA,66,52,49
Listeria swaminathanii,47,NA,70,67,84,65,59
Enterococcus faecalis,35320,30572,39069,33418,37258,38128,40455
Limosilactobacillus fermentum,17737,14700,17185,21325,29174,27461,32701
Salmonella enterica,52436,50463,47356,34862,44143,42470,44296
Salmonella bongori,46,NA,NA,NA,NA,NA,NA
Escherichia coli,35666,43015,31264,23384,25758,22159,28364
Escherichia albertii,74,51,56,NA,47,NA,NA
Shigella flexneri,992,NA,NA,NA,NA,NA,NA
Pseudomonas aeruginosa,25127,22772,17829,16916,29040,25206,36242
Cryptococcus neoformans,8057,6182,9015,6677,5250,4786,5558
Saccharomyces cerevisiae,7387,8582,8314,7143,6676,7556,6376
Saccharomyces paradoxus,76,62,78,42,61,58,56
