species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Bacillus spizizenii,16747,10976,12901,8894,11943,9524,10981
Bacillus inaquosorum,55,NA,NA,NA,NA,NA,NA
Bacillus subtilis,627,NA,NA,NA,NA,789,NA
Staphylococcus aureus,9608,5659,8439,6663,12054,11133,10986
Listeria monocytogenes,8940,5442,7732,7006,12073,10712,10965
Listeria innocua,35,NA,48,NA,30,41,41
Enterococcus faecalis,13094,8100,11416,8309,11603,10646,10675
Limosilactobacillus fermentum,6608,3462,4674,5581,8114,6833,7761
Salmonella enterica,23274,13215,15252,10462,14004,12439,13502
Escherichia coli,13749,10536,8945,6684,8201,5853,7229
Pseudomonas aeruginosa,8687,5452,4605,4837,7826,5950,7723
Cryptococcus neoformans,2712,1357,2179,1600,1339,1112,1241
Saccharomyces cerevisiae,1917,1494,1556,1067,1421,1204,1308
