species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Bacillus spizizenii,9156,4734,6035,4086,5466,4516,4793
Staphylococcus aureus,5038,2516,4105,3015,5721,5076,4926
Listeria monocytogenes,4728,2374,3741,3145,5774,4767,4859
Enterococcus faecalis,6917,3559,5490,3675,5544,4779,4725
Limosilactobacillus fermentum,3594,1439,2141,2533,3601,2922,3351
Salmonella enterica,12633,5586,7044,5011,5976,5514,5912
Escherichia coli,7019,4406,3940,2842,3996,2252,2807
Pseudomonas aeruginosa,4732,2186,2047,2318,3413,2436,3170
Cryptococcus neoformans,1399,552,900,734,564,457,525
Saccharomyces cerevisiae,937,629,704,443,645,495,506
