species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Bacillus spizizenii,16446,9933,12099,8341,11354,9180,10299
Bacillus inaquosorum,48,14,32,15,27,18,21
Bacillus subtilis,545,546,233,256,208,685,203
Bacillus halotolerans,20,NA,NA,NA,NA,NA,NA
Bacillus vallismortis,23,16,14,8,19,12,15
Bacillus stercoris,64,32,34,NA,33,28,36
Bacillus atrophaeus,5,NA,7,NA,NA,NA,NA
Bacillus rugosus,16,NA,11,9,NA,16,NA
Bacillus cabrialesii,9,NA,NA,NA,NA,NA,NA
Staphylococcus aureus,9437,5450,8127,6246,11657,10739,10470
Staphylococcus argenteus,11,6,6,9,11,NA,6
Listeria monocytogenes,8955,5249,7596,6873,11897,10356,10602
Listeria innocua,29,25,52,19,25,52,34
Listeria welshimeri,8,NA,6,NA,6,6,8
Listeria swaminathanii,7,NA,10,6,16,NA,12
Enterococcus faecalis,12922,7796,11180,7907,11327,10223,10279
Enterococcus sp. 9D6_DIV0238,5,NA,NA,NA,NA,NA,NA
Limosilactobacillus fermentum,6536,3295,4522,5294,7853,6401,7388
Actinomyces oris,17,8,15,5,13,7,5
Salmonella enterica,22436,12913,14217,9856,13287,11893,13177
Salmonella bongori,10,NA,12,NA,NA,NA,NA
Escherichia coli,12400,9751,7850,5766,8107,5344,6494
Escherichia albertii,15,8,10,NA,NA,NA,NA
Escherichia fergusonii,13,NA,NA,NA,NA,NA,NA
Escherichia marmotae,8,NA,NA,NA,NA,NA,NA
Shigella flexneri,1590,NA,1128,725,NA,NA,NA
Shigella dysenteriae,80,NA,NA,NA,NA,NA,NA
Pseudomonas aeruginosa,8397,5174,4455,4589,7414,5606,7278
Pseudomonas sp. CIP-10,241,NA,87,84,53,56,NA
Burkholderia multivorans,10,NA,NA,NA,NA,NA,NA
