species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Cryptococcus neoformans,7541,5577,8340,6013,4838,4351,5020
Cryptococcus gattii VGI,55,28,36,24,22,23,19
Cryptococcus gattii VGII,28,24,51,15,13,10,13
Saccharomyces cerevisiae,5366,5818,5365,4250,4763,4691,5017
Clavispora lusitaniae,6,NA,NA,NA,NA,NA,NA
Coccidioides immitis,17,12,NA,NA,8,NA,10
Neurospora crassa,8,6,NA,9,NA,NA,5
Aphanomyces invadans,16,5,7,6,11,NA,5
Aphanomyces astaci,10,5,7,7,6,9,9
Phytophthora palmivora,5,NA,NA,NA,NA,NA,NA
Acanthamoeba healyi,9,8,NA,NA,6,NA,NA
