Sample	BP	Sh	F	Si	ISi
D1RP_S9	0.6136758999063294	1.5164633174252762	4.291384124479604	0.5845119244267654	2.4068079417690496
D1SG_S1	0.2945135746606335	2.7900799669495377	12.07125651548383	0.8497345701715792	6.654890623490983
D2RP_S10	0.7714842096350859	0.7575813771516453	0.8726850397402011	0.3820704600577406	1.6183074854997903
D2SG_S2	0.7246144355336213	1.14578330121521	3.4271387337093757	0.45324507839054384	1.8289730196782648
L1RP_S13	0.3203422053231939	2.091668774211689	3.189189788507374	0.8047366824743551	5.121289613798893
L1SG_S5	0.32388663967611336	2.121060432783119	1.6638898701573979	0.8420685175099574	6.331859767497902
L2RP_S14	0.6920002978480478	0.6823900684257189	0.7794829651481222	0.433418272196062	1.7649704374971364
L2SG_S6	0.9249800478850758	0.36597575031234947	0.778344776707021	0.14242538214797895	1.1660792882428281
S1RP_S11	0.59375	0.9421488264640125	0.5500481756963048	0.563361220472441	2.2902225979149056
S1SG_S3	0.5910543130990416	1.2655359700297169	0.8571602023355044	0.6057321789046552	2.536346986730557
S2RP_S12	0.7535984318118174	0.9691252613553524	1.3276188199736507	0.41458498085731266	1.7081898606982322
S2SG_S4	0.20059142434696894	2.3810633037372733	2.720794585267169	0.8775900332749103	8.169269437396515
