species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Bacillus spizizenii,39564,34244,33577,28335,34005,31416,35534
Bacillus subtilis,4058,4398,6348,2225,1782,3297,2519
Bacillus inaquosorum,128,159,142,103,118,102,118
Bacillus vallismortis,127,156,154,52,117,106,105
Bacillus halotolerans,64,64,47,NA,NA,65,80
Bacillus tequilensis,34,28,37,33,29,25,39
Bacillus atrophaeus,28,25,23,NA,26,25,26
Bacillus rugosus,55,54,54,35,36,54,45
Bacillus cabrialesii,33,27,28,NA,29,28,29
Staphylococcus aureus,23723,18918,24328,22964,34924,35358,36466
Staphylococcus argenteus,39,23,41,41,51,61,33
Listeria monocytogenes,22514,18667,23328,25032,35270,35075,36469
Listeria innocua,321,134,236,298,289,423,413
Listeria welshimeri,55,31,49,28,57,54,57
Listeria swaminathanii,55,33,72,73,79,73,68
Listeria seeligeri,34,NA,31,NA,40,37,27
Listeria ivanovii,23,21,99,26,118,87,185
Enterococcus faecalis,32982,27563,33878,29064,34022,34535,36090
Limosilactobacillus fermentum,16136,12784,15059,18177,25972,23822,28168
Actinomyces oris,26,28,27,NA,26,NA,NA
Salmonella enterica,51381,48293,40932,31993,39745,38261,43835
Salmonella bongori,69,207,47,22,131,367,22
Escherichia coli,37517,36658,36539,24129,29934,23438,29965
Escherichia albertii,90,60,64,46,49,40,38
Escherichia marmotae,57,30,31,27,NA,NA,29
Escherichia sp. E4742,42,NA,36,NA,NA,NA,NA
Escherichia fergusonii,77,40,42,32,37,36,33
Shigella flexneri,2199,1808,865,1288,NA,2558,788
Shigella dysenteriae,202,220,127,159,NA,NA,145
Shigella boydii,295,275,NA,NA,282,NA,NA
Klebsiella pneumoniae,101,NA,NA,NA,NA,NA,NA
Pseudomonas aeruginosa,20852,20359,15668,14563,25585,22698,28542
Pseudomonas sp. CIP-10,580,350,415,449,337,244,320
Burkholderia multivorans,31,25,21,NA,23,NA,NA
Homo sapiens,42,29,38,20,47,59,47
