species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Bacillus spizizenii,6330,3486,4269,3044,3955,3201,3404
Bacillus inaquosorum,13,NA,NA,NA,NA,NA,NA
Bacillus vallismortis,10,NA,NA,NA,NA,NA,NA
Bacillus subtilis,140,NA,106,NA,NA,104,NA
Bacillus stercoris,34,NA,NA,NA,NA,NA,NA
Staphylococcus aureus,3676,1875,2895,2196,4159,3612,3615
Listeria monocytogenes,3326,1719,2650,2272,4273,3468,3627
Enterococcus faecalis,4991,2635,3909,2764,3995,3556,3496
Limosilactobacillus fermentum,2443,1108,1570,1861,2599,2167,2397
Salmonella enterica,9501,4625,6150,3563,4723,3911,4509
Escherichia coli,4461,2625,2012,2230,2497,1819,1973
Pseudomonas aeruginosa,3339,1611,1487,1645,2511,1759,2337
Cryptococcus neoformans,997,403,669,539,428,367,395
Saccharomyces cerevisiae,677,464,521,335,466,369,391
Saccharomyces paradoxus,5,NA,NA,NA,NA,NA,NA
