species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Bacillus spizizenii,21088,16336,17932,13248,16877,15006,16255
Bacillus subtilis,1210,NA,NA,NA,NA,NA,NA
Bacillus inaquosorum,51,NA,NA,NA,NA,NA,NA
Bacillus vallismortis,32,NA,NA,NA,NA,NA,NA
Staphylococcus aureus,12093,8285,11338,9862,16217,15668,15901
Listeria monocytogenes,11239,7690,10313,10298,16567,15026,15542
Enterococcus faecalis,16769,11888,15833,12357,15848,15265,15737
Limosilactobacillus fermentum,8240,5333,6686,8006,11525,10085,11600
Salmonella enterica,30005,21119,24022,15307,21069,18673,21588
Escherichia coli,17118,14737,11219,9705,10335,8639,9880
Pseudomonas aeruginosa,10857,9299,6655,6753,11346,9303,11794
Neptuniibacter halophilus,50,100,25,57,65,69,86
Cryptococcus neoformans,3574,2134,3252,2437,1956,1695,1949
Saccharomyces cerevisiae,2534,2274,2274,1639,2031,1877,2003
Saccharomyces paradoxus,22,NA,NA,NA,NA,NA,NA
