Sample1	Sample2	Intersection	Union	Jaccard	N_Intersections
C12_S36_human	B01_S13_human	193218	26437885	0.00730838	1899
C12_S36_human	A03_S3_human	229300	29546868	0.00776055	2309
C12_S36_human	C02_S26_human	184412	24970625	0.00738516	1833
C12_S36_human	B02_S14_human	170824	22303810	0.00765896	1668
C12_S36_human	C10_S34_human	73376	13920145	0.00527121	694
C12_S36_human	B04_S16_human	153471	20615729	0.00744436	1495
C12_S36_human	C08_S32_human	243309	30269938	0.00803798	2494
C12_S36_human	ENC_S37_human	1016	9796217	0.000103714	17
C12_S36_human	C09_S33_human	60060	12728636	0.00471849	645
C12_S36_human	B06_S18_human	183713	24342150	0.00754711	1784
C12_S36_human	C06_S30_human	150643	20186632	0.00746251	1469
C12_S36_human	A02_S2_human	110489	16455660	0.00671435	1117
C12_S36_human	C05_S29_human	243020	31006149	0.0078378	2389
C12_S36_human	B05_S17_human	275272	32686973	0.00842146	2822
C12_S36_human	A09_S9_human	187341	27418045	0.00683276	1901
C12_S36_human	C03_S27_human	40435	11482026	0.00352159	396
C12_S36_human	B11_S23_human	253728	32603349	0.00778227	2591
C12_S36_human	B09_S21_human	590986	90912051	0.00650063	6268
C12_S36_human	Blank_S38_human	787	9820001	8.01426e-05	12
C12_S36_human	B03_S15_human	186767	24106486	0.00774758	1831
C12_S36_human	A06_S6_human	157851	23769567	0.00664089	1556
C12_S36_human	A07_S7_human	144459	18996785	0.00760439	1473
C12_S36_human	C04_S28_human	113191	19030673	0.00594782	997
C12_S36_human	A10_S10_human	166901	25098287	0.0066499	1696
C12_S36_human	A12_S12_human	277725	38580928	0.00719851	2861
C12_S36_human	C01_S25_human	63151	12740465	0.00495673	641
C12_S36_human	A01_S1_human	151481	21841127	0.00693558	1579
C12_S36_human	A08_S8_human	174513	21386130	0.0081601	1932
C12_S36_human	B07_S19_human	223801	27535076	0.00812785	2234
C12_S36_human	B08_S20_human	144336	18901331	0.00763629	1494
C12_S36_human	A05_S5_human	206095	27877610	0.00739285	2179
C12_S36_human	A11_S11_human	138718	23677915	0.00585854	1274
C12_S36_human	B12_S24_human	229930	30448205	0.00755151	2304
C12_S36_human	A04_S4_human	217531	29304684	0.00742308	2319
C12_S36_human	B10_S22_human	166412	23806867	0.00699008	1615
C12_S36_human	C07_S31_human	73852	13191133	0.00559861	778
C12_S36_human	C11_S35_human	1595	9793556	0.000162862	15
B01_S13_human	A03_S3_human	350426	36518697	0.0095958	3690
B01_S13_human	C02_S26_human	271852	31976140	0.00850171	2733
B01_S13_human	B02_S14_human	255316	29312273	0.00871021	2578
B01_S13_human	C10_S34_human	106898	20979578	0.00509534	1060
B01_S13_human	B04_S16_human	224137	27638018	0.00810974	2253
B01_S13_human	C08_S32_human	372278	37233924	0.00999836	3947
B01_S13_human	ENC_S37_human	1525	16888663	9.02973e-05	22
B01_S13_human	C09_S33_human	82806	19798845	0.00418237	879
B01_S13_human	B06_S18_human	278381	31340437	0.00888249	2782
B01_S13_human	C06_S30_human	223968	27206262	0.00823222	2231
B01_S13_human	A02_S2_human	167048	23492056	0.00711083	1800
B01_S13_human	C05_S29_human	354040	37988084	0.00931976	3623
B01_S13_human	B05_S17_human	431585	39623615	0.0108921	4640
B01_S13_human	A09_S9_human	277533	34420808	0.00806294	2881
B01_S13_human	C03_S27_human	48151	18567265	0.00259333	469
B01_S13_human	B11_S23_human	397086	39552946	0.0100394	4073
B01_S13_human	B09_S21_human	1004544	97591448	0.0102934	10802
B01_S13_human	Blank_S38_human	1192	16912551	7.04802e-05	15
B01_S13_human	B03_S15_human	277108	31109100	0.00890762	2827
B01_S13_human	A06_S6_human	241936	30778437	0.00786057	2520
B01_S13_human	A07_S7_human	202262	26031937	0.00776976	2178
B01_S13_human	C04_S28_human	156643	26080176	0.00600621	1411
B01_S13_human	A10_S10_human	255832	32102311	0.00796927	2646
B01_S13_human	A12_S12_human	427652	45523956	0.009394	4615
B01_S13_human	C01_S25_human	92218	19804353	0.00465645	955
B01_S13_human	A01_S1_human	232182	28853381	0.00804696	2587
B01_S13_human	A08_S8_human	248711	28404887	0.00875592	2912
B01_S13_human	B07_S19_human	339235	34512597	0.00982931	3458
B01_S13_human	B08_S20_human	230221	25908401	0.00888596	2403
B01_S13_human	A05_S5_human	313385	34863275	0.00898897	3396
B01_S13_human	A11_S11_human	204691	30704897	0.0066664	1943
B01_S13_human	B12_S24_human	360369	37410721	0.00963277	3662
B01_S13_human	A04_S4_human	341761	36273409	0.00942181	3698
B01_S13_human	B10_S22_human	246624	30819610	0.00800218	2487
B01_S13_human	C07_S31_human	103265	20254675	0.00509833	1092
B01_S13_human	C11_S35_human	1726	16886380	0.000102213	13
A03_S3_human	C02_S26_human	328322	35064735	0.00936331	3458
A03_S3_human	B02_S14_human	300270	32412384	0.00926405	3162
A03_S3_human	C10_S34_human	117754	24113787	0.00488326	1171
A03_S3_human	B04_S16_human	263578	30743642	0.00857341	2714
A03_S3_human	C08_S32_human	463882	40287385	0.0115143	4981
A03_S3_human	ENC_S37_human	2729	20032524	0.000136228	37
A03_S3_human	C09_S33_human	93865	22932851	0.00409304	1033
A03_S3_human	B06_S18_human	334204	34429679	0.00970686	3422
A03_S3_human	C06_S30_human	262175	30313120	0.0086489	2757
A03_S3_human	A02_S2_human	212729	26591440	0.00799991	2311
A03_S3_human	C05_S29_human	431845	41055344	0.0105186	4542
A03_S3_human	B05_S17_human	530368	42669897	0.0124296	5792
A03_S3_human	A09_S9_human	345999	37497407	0.00922728	3672
A03_S3_human	C03_S27_human	56685	21703796	0.00261176	571
A03_S3_human	B11_S23_human	489002	42606095	0.0114773	5164
A03_S3_human	B09_S21_human	1258701	100482356	0.0125266	13760
A03_S3_human	Blank_S38_human	1489	20057319	7.42372e-05	14
A03_S3_human	B03_S15_human	338147	34193126	0.00988933	3468
A03_S3_human	A06_S6_human	309133	33856305	0.00913074	3250
A03_S3_human	A07_S7_human	252724	29126540	0.00867676	2768
A03_S3_human	C04_S28_human	174083	29207801	0.00596015	1614
A03_S3_human	A10_S10_human	321602	35181606	0.0091412	3339
A03_S3_human	A12_S12_human	544249	48552424	0.0112095	5903
A03_S3_human	C01_S25_human	109793	22931843	0.0047878	1151
A03_S3_human	A01_S1_human	288235	31942393	0.00902359	3254
A03_S3_human	A08_S8_human	321864	31476799	0.0102254	3735
A03_S3_human	B07_S19_human	416970	37579927	0.0110956	4352
A03_S3_human	B08_S20_human	279747	29003940	0.00964514	3028
A03_S3_human	A05_S5_human	393457	37928268	0.0103737	4347
A03_S3_human	A11_S11_human	240631	33814022	0.00711631	2329
A03_S3_human	B12_S24_human	428657	40487498	0.0105874	4476
A03_S3_human	A04_S4_human	438269	39321966	0.0111457	4844
A03_S3_human	B10_S22_human	291094	33920205	0.00858173	2933
A03_S3_human	C07_S31_human	129221	23373784	0.00552846	1426
A03_S3_human	C11_S35_human	2306	20030865	0.000115122	20
C02_S26_human	B02_S14_human	239355	27852168	0.00859377	2367
C02_S26_human	C10_S34_human	102492	19507918	0.00525387	1006
C02_S26_human	B04_S16_human	216985	26169104	0.00829165	2144
C02_S26_human	C08_S32_human	363396	35766740	0.0101602	3710
C02_S26_human	ENC_S37_human	2209	15411913	0.000143331	32
C02_S26_human	C09_S33_human	83378	18322207	0.00455065	884
C02_S26_human	B06_S18_human	266313	29876439	0.00891381	2613
C02_S26_human	C06_S30_human	209560	25744604	0.00813996	2124
C02_S26_human	A02_S2_human	158571	22024467	0.00719977	1672
C02_S26_human	C05_S29_human	349397	36516661	0.00956815	3546
C02_S26_human	B05_S17_human	403855	38175279	0.010579	4264
C02_S26_human	A09_S9_human	260865	32961410	0.00791425	2709
C02_S26_human	C03_S27_human	46823	17092527	0.00273938	468
C02_S26_human	B11_S23_human	376637	38097329	0.00988618	3804
C02_S26_human	B09_S21_human	930570	96189356	0.00967435	9829
C02_S26_human	Blank_S38_human	1810	15435867	0.000117259	18
C02_S26_human	B03_S15_human	260718	29649424	0.00879336	2628
C02_S26_human	A06_S6_human	236193	29308114	0.00805896	2427
C02_S26_human	A07_S7_human	197003	24561130	0.00802093	2049
C02_S26_human	C04_S28_human	157432	24603321	0.00639881	1376
C02_S26_human	A10_S10_human	248620	30633457	0.00811596	2575
C02_S26_human	A12_S12_human	409385	44066157	0.00929024	4303
C02_S26_human	C01_S25_human	90344	18330161	0.00492871	895
C02_S26_human	A01_S1_human	220414	27389083	0.00804751	2403
C02_S26_human	A08_S8_human	242312	26935220	0.0089961	2803
C02_S26_human	B07_S19_human	327594	33048172	0.00991262	3301
C02_S26_human	B08_S20_human	221280	24441276	0.00905354	2304
C02_S26_human	A05_S5_human	290347	33410247	0.00869036	3114
C02_S26_human	A11_S11_human	196367	29237155	0.00671635	1851
C02_S26_human	B12_S24_human	334774	35960250	0.00930956	3379
C02_S26_human	A04_S4_human	318572	34820532	0.00914897	3404
C02_S26_human	B10_S22_human	230276	29359892	0.00784322	2257
C02_S26_human	C07_S31_human	102963	18778911	0.00548291	1102
C02_S26_human	C11_S35_human	1901	15410139	0.00012336	17
B02_S14_human	C10_S34_human	91298	16838709	0.00542191	886
B02_S14_human	B04_S16_human	198410	23507276	0.00844037	1952
B02_S14_human	C08_S32_human	320141	33129592	0.00966329	3304
B02_S14_human	ENC_S37_human	1837	12731882	0.000144283	30
B02_S14_human	C09_S33_human	71621	15653561	0.00457538	745
B02_S14_human	B06_S18_human	239617	27222732	0.00880209	2349
B02_S14_human	C06_S30_human	192346	23081415	0.00833337	1915
B02_S14_human	A02_S2_human	145295	19357340	0.00750594	1531
B02_S14_human	C05_S29_human	310403	33875252	0.00916312	3169
B02_S14_human	B05_S17_human	373439	35525292	0.0105119	3969
B02_S14_human	A09_S9_human	240144	30301728	0.00792509	2507
B02_S14_human	C03_S27_human	47523	14411424	0.00329759	456
B02_S14_human	B11_S23_human	328121	35465442	0.00925185	3395
B02_S14_human	B09_S21_human	846371	93593152	0.00904309	8980
B02_S14_human	Blank_S38_human	1810	12755464	0.0001419	23
B02_S14_human	B03_S15_human	247896	26981843	0.00918751	2488
B02_S14_human	A06_S6_human	207045	26656859	0.00776704	2112
B02_S14_human	A07_S7_human	175147	21902583	0.00799664	1851
B02_S14_human	C04_S28_human	141318	21939032	0.0064414	1260
B02_S14_human	A10_S10_human	220178	27981496	0.0078687	2263
B02_S14_human	A12_S12_human	344838	41450301	0.00831931	3674
B02_S14_human	C01_S25_human	82310	15657792	0.00525681	841
B02_S14_human	A01_S1_human	197861	24731233	0.00800045	2184
B02_S14_human	A08_S8_human	204464	24292665	0.0084167	2372
B02_S14_human	B07_S19_human	288717	30406646	0.00949519	2938
B02_S14_human	B08_S20_human	195365	21786788	0.00896713	1985
B02_S14_human	A05_S5_human	263557	30756634	0.00856911	2821
B02_S14_human	A11_S11_human	176514	26576605	0.00664171	1693
B02_S14_human	B12_S24_human	304312	33310309	0.00913567	3078
B02_S14_human	A04_S4_human	283215	32175486	0.0088022	3054
B02_S14_human	B10_S22_human	204511	26705254	0.00765808	2001
B02_S14_human	C07_S31_human	92794	16108677	0.0057605	1010
B02_S14_human	C11_S35_human	1708	12729929	0.000134172	14
C10_S34_human	B04_S16_human	81862	15142711	0.00540603	739
C10_S34_human	C08_S32_human	133097	24835523	0.00535914	1319
C10_S34_human	ENC_S37_human	1345	4251261	0.000316377	19
C10_S34_human	C09_S33_human	39232	7204837	0.00544523	396
C10_S34_human	B06_S18_human	100174	18881062	0.00530553	955
C10_S34_human	C06_S30_human	80360	14712288	0.0054621	749
C10_S34_human	A02_S2_human	69205	10952317	0.00631875	696
C10_S34_human	C05_S29_human	125714	25578828	0.00491477	1197
C10_S34_human	B05_S17_human	143246	27274372	0.00525204	1451
C10_S34_human	A09_S9_human	99964	21960795	0.00455193	999
C10_S34_human	C03_S27_human	21896	5955938	0.00367633	222
C10_S34_human	B11_S23_human	127384	27185066	0.00468581	1268
C10_S34_human	B09_S21_human	302123	85656287	0.00352715	3055
C10_S34_human	Blank_S38_human	751	4275410	0.000175656	7
C10_S34_human	B03_S15_human	101307	18647319	0.00543279	983
C10_S34_human	A06_S6_human	84533	18298258	0.00461973	792
C10_S34_human	A07_S7_human	74635	13521982	0.00551953	714
C10_S34_human	C04_S28_human	63068	13536169	0.00465922	533
C10_S34_human	A10_S10_human	93439	19627122	0.00476071	919
C10_S34_human	A12_S12_human	142204	33171822	0.00428689	1465
C10_S34_human	C01_S25_human	41169	7217820	0.0057038	413
C10_S34_human	A01_S1_human	84318	16363663	0.00515276	835
C10_S34_human	A08_S8_human	89297	15926719	0.00560674	929
C10_S34_human	B07_S19_human	116198	22098052	0.00525829	1109
C10_S34_human	B08_S20_human	82036	13419004	0.00611342	818
C10_S34_human	A05_S5_human	110787	22428291	0.00493961	1132
C10_S34_human	A11_S11_human	79819	18192187	0.00438754	744
C10_S34_human	B12_S24_human	121705	25011803	0.0048659	1163
C10_S34_human	A04_S4_human	117709	23859879	0.00493334	1209
C10_S34_human	B10_S22_human	88215	18340437	0.00480986	802
C10_S34_human	C07_S31_human	44953	7675405	0.00585676	461
C10_S34_human	C11_S35_human	1402	4249122	0.000329951	11
B04_S16_human	C08_S32_human	284500	31459799	0.00904329	2897
B04_S16_human	ENC_S37_human	1571	11026714	0.000142472	26
B04_S16_human	C09_S33_human	66132	13953616	0.00473942	730
B04_S16_human	B06_S18_human	209871	25547044	0.00821508	2053
B04_S16_human	C06_S30_human	176043	21392284	0.00822928	1758
B04_S16_human	A02_S2_human	132488	17664713	0.00750015	1360
B04_S16_human	C05_S29_human	270790	32209431	0.00840716	2703
B04_S16_human	B05_S17_human	321819	33871478	0.00950118	3333
B04_S16_human	A09_S9_human	214358	28622080	0.00748925	2176
B04_S16_human	C03_S27_human	41973	12711540	0.00330196	434
B04_S16_human	B11_S23_human	294408	33793721	0.00871191	3059
B04_S16_human	B09_S21_human	707527	92026562	0.00768829	7546
B04_S16_human	Blank_S38_human	1376	11050464	0.00012452	16
B04_S16_human	B03_S15_human	213159	25311146	0.00842155	2106
B04_S16_human	A06_S6_human	186433	24972037	0.00746567	1888
B04_S16_human	A07_S7_human	159332	20212964	0.00788266	1688
B04_S16_human	C04_S28_human	118507	20256409	0.00585035	1011
B04_S16_human	A10_S10_human	201370	26294870	0.00765815	2001
B04_S16_human	A12_S12_human	312996	39776709	0.00786883	3282
B04_S16_human	C01_S25_human	74922	13959746	0.005367	746
