species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Escherichia coli,44821,42079,37659,27547,31940,29443,33849
Salmonella enterica,36771,34020,30592,22622,29415,26745,31015
Pseudomonas aeruginosa,18450,17503,13647,12812,22049,19349,24462
Staphylococcus aureus,20789,16207,21144,19711,30609,30621,31365
Bacillus subtilis,18043,13132,14280,10402,13305,11970,13176
Listeria monocytogenes,13125,9721,12765,12815,19555,18737,19325
Enterococcus faecalis,28247,22901,28236,23883,28884,28927,30005
Limosilactobacillus fermentum,14746,11456,13535,16303,23660,21442,25354
Saccharomyces cerevisiae,5762,6161,5642,4468,5145,4992,5375
Cryptococcus neoformans,5249,3597,5475,4046,3342,2875,3327
