species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Bacillus spizizenii,14216,8269,10025,7142,9620,7505,8692
Bacillus inaquosorum,46,NA,27,17,21,NA,18
Bacillus subtilis,379,408,359,NA,NA,631,NA
Staphylococcus aureus,8089,4541,6903,5267,9828,8931,8725
Listeria monocytogenes,7556,4262,6332,5529,9928,8486,8700
Listeria innocua,26,29,36,25,19,42,35
Enterococcus faecalis,11010,6407,9283,6557,9448,8490,8503
Limosilactobacillus fermentum,5594,2705,3735,4443,6485,5325,6102
Actinomyces oris,12,NA,12,NA,NA,NA,NA
Salmonella enterica,19412,10310,12262,8319,10765,9866,10751
Escherichia coli,11655,8162,7111,5330,6947,4293,5364
Pseudomonas aeruginosa,7327,4141,3646,3855,6171,4574,5936
Cryptococcus neoformans,2286,1053,1729,1278,1063,876,972
Saccharomyces cerevisiae,1583,1150,1251,838,1131,925,1013
Saccharomyces paradoxus,10,NA,NA,NA,NA,NA,NA
