species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Bacillus spizizenii,40343,34969,35150,29178,35097,33760,36348
Bacillus velezensis,261,255,159,192,412,110,404
Bacillus amyloliquefaciens,38,NA,NA,NA,128,128,192
Bacillus subtilis,4396,5499,6627,3146,1750,2915,3152
Bacillus inaquosorum,147,178,151,116,121,108,136
Bacillus halotolerans,69,62,47,53,50,58,80
Bacillus mojavensis,22,26,15,NA,19,32,22
Bacillus vallismortis,150,174,156,60,113,97,122
Bacillus tequilensis,36,27,41,35,29,26,40
Bacillus atrophaeus,28,26,26,20,27,30,28
Bacillus stercoris,27,33,NA,NA,NA,21,32
Bacillus cereus,188,240,164,163,433,120,351
Bacillus rugosus,57,58,61,38,38,54,50
Bacillus cabrialesii,39,30,30,15,31,33,34
Staphylococcus aureus,24366,19816,25347,24445,35716,37080,37682
Staphylococcus argenteus,40,23,43,41,51,63,34
Staphylococcus schweitzeri,20,15,29,19,32,41,40
Staphylococcus epidermidis,11,7,11,8,19,15,8
Staphylococcus simiae,11,9,16,9,16,18,13
Staphylococcus hominis,8,6,NA,NA,7,8,10
Staphylococcus lugdunensis,7,NA,NA,NA,8,NA,8
Staphylococcus arlettae,5,NA,NA,NA,NA,5,NA
Staphylococcus warneri,6,NA,NA,NA,NA,7,NA
Staphylococcus saccharolyticus,5,5,NA,NA,5,NA,NA
Listeria monocytogenes,23596,19646,24632,26668,36590,36995,39109
Listeria innocua,271,168,219,304,351,476,335
Listeria welshimeri,54,35,52,29,64,58,53
Listeria swaminathanii,51,37,72,74,90,81,66
Listeria seeligeri,32,23,28,21,44,37,26
Listeria ivanovii,25,22,78,28,147,94,137
Paenibacillus sp. FSL W8-0194,12,12,10,NA,NA,NA,8
Enterococcus faecalis,34206,29210,35575,31099,35664,36390,38115
Candidatus Enterococcus dunnyi,9,10,9,NA,6,8,10
Enterococcus sp. DIV0212c,6,NA,7,NA,6,8,NA
Enterococcus rotai,6,NA,NA,NA,NA,5,NA
Limosilactobacillus fermentum,16786,13647,15969,19468,27300,25477,30073
Lactiplantibacillus plantarum,6,NA,5,NA,NA,7,8
Actinomyces oris,16,16,21,9,14,9,10
Salmonella enterica,50889,52125,46011,34045,41694,39934,46404
Salmonella bongori,69,197,50,23,139,365,22
Salmonella sp. HY31,13,NA,NA,NA,18,NA,NA
Escherichia coli,42313,37995,35062,25825,30738,25993,31905
Escherichia albertii,90,59,63,47,51,41,39
Escherichia marmotae,56,30,33,28,20,17,29
Escherichia sp. E4742,44,24,37,12,16,12,22
Escherichia fergusonii,79,40,52,32,36,36,35
Shigella flexneri,1735,1787,1452,1126,549,2144,855
Shigella dysenteriae,180,226,201,194,113,120,158
Shigella boydii,276,253,217,142,306,170,271
Shigella sonnei,53,718,80,76,66,121,62
Klebsiella pneumoniae,97,63,58,91,37,49,66
Raoultella ornithinolytica,8,NA,10,NA,NA,NA,NA
Citrobacter portucalensis,31,15,NA,NA,NA,NA,NA
Citrobacter freundii,40,35,55,50,NA,61,46
Citrobacter sp. RHB25-C09,9,NA,NA,5,NA,NA,6
Citrobacter rodentium,6,NA,NA,NA,45,NA,NA
Citrobacter koseri,11,NA,NA,NA,NA,NA,11
Enterobacter roggenkampii,12,NA,NA,NA,NA,NA,NA
Enterobacter asburiae,27,NA,9,NA,NA,20,NA
Leclercia adecarboxylata,13,NA,NA,NA,NA,NA,9
Kosakonia cowanii,13,NA,NA,NA,NA,8,NA
Yokenella regensburgei,5,NA,NA,NA,NA,NA,NA
Pseudomonas aeruginosa,22180,22065,17003,16013,27277,24496,30880
Pseudomonas paraeruginosa,25,NA,NA,NA,NA,NA,NA
Pseudomonas chlororaphis,12,NA,NA,NA,NA,NA,NA
Pseudomonas fluorescens,9,NA,NA,NA,NA,NA,NA
Cryptococcus neoformans,7684,5781,8450,6268,5010,4522,5243
Cryptococcus tetragattii,36,36,48,23,16,11,13
Cryptococcus decagattii,6,NA,NA,NA,9,NA,NA
Saccharomyces cerevisiae,5637,6274,5633,4601,5141,5056,5501
Saccharomyces paradoxus,28,41,47,27,38,32,44
Saccharomyces mikatae,5,NA,11,5,6,10,5
Homo sapiens,40,33,52,32,54,64,59
Juglans regia,35,44,27,24,39,34,30
Cryptomeria japonica,7,5,8,5,NA,9,6
