species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Bacillus spizizenii,20983,14948,17896,13247,16551,14414,16231
Bacillus subtilis,1197,1415,NA,NA,330,599,NA
Bacillus inaquosorum,50,32,27,NA,32,30,25
Bacillus vallismortis,32,20,29,NA,18,27,26
Bacillus stercoris,122,NA,NA,NA,NA,NA,NA
Bacillus cabrialesii,25,NA,NA,NA,NA,NA,NA
Staphylococcus aureus,12092,8276,11338,9862,16214,15659,15900
Listeria monocytogenes,11137,7523,10313,10260,16560,15025,15503
Listeria innocua,113,178,68,51,15,72,59
Enterococcus faecalis,16768,11882,15832,12357,15846,15261,15736
Limosilactobacillus fermentum,8240,5332,6686,8006,11524,10084,11600
Salmonella enterica,30003,21112,24020,15307,21066,18668,21588
Salmonella bongori,11,NA,11,NA,NA,NA,NA
Escherichia coli,17117,14732,11219,9705,10334,8637,9880
Pseudomonas aeruginosa,10856,9292,6655,6753,11345,9301,11794
Neptuniibacter halophilus,50,100,25,57,65,69,86
Cryptococcus neoformans,3574,2134,3250,2436,1956,1695,1949
Saccharomyces cerevisiae,2534,2274,2272,1637,2028,1877,2003
Saccharomyces paradoxus,22,NA,18,11,19,NA,NA
Homo sapiens,17,16,17,15,32,29,34
