species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Bacillus spizizenii,22268,16336,17932,13248,16877,15006,16255
Staphylococcus aureus,12101,8285,11338,9862,16217,15669,15901
Listeria monocytogenes,11239,7690,10360,10298,16567,15076,15542
Enterococcus faecalis,16774,11888,15833,12357,15848,15265,15737
Limosilactobacillus fermentum,8241,5333,6686,8006,11525,10086,11600
Salmonella enterica,30016,21119,24022,15307,21069,18673,21588
Escherichia coli,17124,14737,11220,9705,10335,8639,9880
Pseudomonas aeruginosa,10858,9299,6655,6753,11346,9303,11794
Neptuniibacter halophilus,50,100,NA,57,65,69,86
Cryptococcus neoformans,3574,2134,3252,2437,1957,1695,1949
Saccharomyces cerevisiae,2537,2274,2274,1639,2032,1878,2004
