species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Bacillus spizizenii,1600,590,869,593,774,529,515
Bacillus subtilis,37,9,8,NA,8,63,4
Bacillus inaquosorum,2,1,1,NA,NA,1,1
Bacillus tequilensis,1,NA,2,NA,NA,NA,NA
Bacillus vallismortis,1,NA,NA,1,1,1,NA
Staphylococcus aureus,963,349,664,445,848,693,679
Staphylococcus croceilyticus,4,NA,NA,NA,NA,NA,NA
Staphylococcus simiae,1,NA,NA,NA,1,NA,NA
Staphylococcus agnetis,1,NA,NA,1,NA,NA,1
Listeria monocytogenes,873,289,571,440,805,623,651
Listeria innocua,3,12,1,17,3,8,7
Listeria welshimeri,1,NA,NA,NA,1,NA,3
Listeria seeligeri,1,NA,NA,NA,NA,NA,NA
Paenibacillus polymyxa,1,NA,NA,NA,NA,NA,NA
Enterococcus faecalis,1192,435,863,567,834,672,665
Enterococcus rotai,1,NA,NA,NA,NA,NA,NA
Candidatus Enterococcus dunnyi,1,NA,NA,NA,NA,NA,NA
Candidatus Enterococcus lemimoniae,1,NA,NA,NA,NA,NA,NA
Limosilactobacillus fermentum,659,173,302,370,455,354,397
Lactiplantibacillus plantarum,1,NA,NA,NA,NA,NA,NA
Pediococcus pentosaceus,1,NA,NA,NA,NA,NA,NA
Actinomyces oris,1,NA,NA,NA,2,NA,NA
Salmonella enterica,2412,644,875,756,612,611,713
Salmonella bongori,1,NA,NA,NA,NA,NA,NA
Escherichia coli,1069,488,554,347,610,300,303
Escherichia sp. F1,12,NA,NA,NA,NA,NA,NA
Escherichia albertii,5,1,NA,NA,NA,NA,NA
Shigella dysenteriae,32,NA,7,15,NA,NA,NA
Shigella flexneri,58,NA,28,56,14,NA,NA
Kluyvera ascorbata,1,NA,NA,NA,NA,NA,NA
Phytobacter ursingii,1,NA,NA,NA,NA,NA,NA
Klebsiella aerogenes,1,NA,NA,NA,NA,NA,NA
Pseudomonas aeruginosa,849,242,268,353,433,255,355
Pseudomonas cremoricolorata,1,NA,NA,NA,NA,NA,NA
Cryptococcus neoformans,227,42,102,98,62,49,69
Saccharomyces cerevisiae,162,75,106,59,85,58,57
Juglans regia,1,1,NA,2,NA,NA,NA
