species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
secondary endosymbiont of Trabutina mannipara,1,NA,NA,NA,NA,NA,NA
Pectobacterium versatile,1,NA,NA,NA,NA,NA,NA
Erwinia pyrifoliae,1,NA,NA,NA,NA,NA,NA
Arsenophonus endosymbiont of Crataerina pallida,1,NA,NA,NA,NA,NA,NA
Pseudomonas aeruginosa,5357,2212,2204,2549,3552,2536,3303
Pseudomonas citronellolis,1,NA,NA,NA,2,2,NA
Pseudomonas sp. CIP-10,67,NA,18,40,8,17,10
Pseudomonas sp. NY8938,11,NA,NA,NA,NA,NA,NA
Pseudomonas sp. PLMAX,1,NA,NA,NA,NA,NA,NA
Pseudomonas fluorescens,1,NA,NA,NA,1,1,NA
Pseudomonas cremoricolorata,1,NA,NA,NA,NA,NA,NA
Pseudomonas simiae,1,NA,NA,NA,NA,NA,NA
Pseudomonas denitrificans (nom. rej.),1,NA,NA,NA,NA,NA,NA
Vibrio cholerae,1,NA,NA,NA,NA,NA,NA
Burkholderia multivorans,10,4,4,3,4,1,1
Candidatus Gromoviella agglomerans,1,NA,NA,NA,NA,NA,NA
Phocaeicola vulgatus,1,NA,NA,NA,NA,1,NA
Homo sapiens,1,NA,1,1,2,5,2
