species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Pseudomonas aeruginosa,8951,7151,5086,5284,8693,6988,8922
Pseudomonas citronellolis,2,NA,NA,NA,NA,NA,NA
Pseudomonas sp. NY8938,15,NA,NA,NA,NA,NA,NA
Pseudomonas sp. RC10,1,NA,NA,NA,NA,NA,NA
Pseudomonas sp. Marseille-Q3773,1,NA,NA,NA,NA,NA,NA
Pseudomonas fluorescens,2,NA,NA,NA,2,1,NA
Pseudomonas cremoricolorata,1,NA,NA,NA,NA,NA,NA
Pseudomonas grandcourensis,1,NA,NA,NA,NA,NA,NA
Pseudomonas denitrificans (nom. rej.),1,NA,NA,NA,NA,NA,NA
Neptuniibacter halophilus,2,5,1,2,4,5,3
Lysobacter sp. K5869,1,NA,NA,NA,NA,NA,NA
Paraphotobacterium marinum,1,NA,NA,NA,NA,NA,NA
Cellvibrio sp. PSBB023,1,NA,NA,NA,NA,NA,NA
Acidovorax sp. SDU_ACID1,1,NA,NA,NA,NA,NA,NA
Paraburkholderia sprentiae,1,NA,NA,NA,NA,NA,NA
Altererythrobacter sp. BO-6,1,NA,NA,NA,NA,NA,NA
Lichenicola cladoniae,1,NA,NA,NA,NA,NA,NA
Halarcobacter ebronensis,2,NA,NA,1,1,NA,1
Sphaerochaeta associata,1,NA,NA,NA,NA,NA,NA
Cryptococcus neoformans,2913,1642,2513,1833,1529,1282,1479
Cryptococcus tetragattii,9,5,10,2,4,NA,1
Cryptococcus decagattii,2,NA,1,2,2,NA,NA
Kwoniella shandongensis,1,NA,NA,NA,NA,NA,NA
Kwoniella newhampshirensis,1,NA,NA,NA,NA,NA,NA
Saccharomyces cerevisiae,2108,1726,1780,1253,1626,1398,1505
Saccharomyces paradoxus,16,6,16,7,13,6,8
Saccharomyces mikatae,2,3,NA,NA,NA,2,4
Saccharomyces kudriavzevii,1,NA,1,NA,1,2,NA
Rhizophagus irregularis,3,NA,3,NA,NA,1,1
Homo sapiens,4,1,4,1,10,12,10
Juglans regia,6,19,5,6,9,5,5
Quercus robur,1,NA,NA,NA,NA,NA,1
Glycine max,1,NA,2,NA,3,NA,NA
Vigna angularis,1,NA,NA,2,2,NA,NA
Pisum sativum,1,3,NA,2,2,3,NA
Medicago truncatula,1,NA,2,NA,NA,1,NA
Euphorbia lathyris,3,1,1,NA,NA,NA,1
Mercurialis annua,1,NA,NA,NA,NA,NA,2
Gossypium raimondii,1,NA,NA,NA,NA,NA,NA
Nicotiana attenuata,1,1,3,1,NA,NA,NA
Nicotiana tomentosiformis,1,NA,1,1,NA,NA,1
Nicotiana sylvestris,1,2,1,1,NA,2,1
Solanum dulcamara,2,NA,4,NA,NA,1,NA
Solanum stenotomum,1,NA,NA,NA,1,NA,NA
Salvia miltiorrhiza,2,NA,NA,NA,NA,1,NA
Actinidia eriantha,1,NA,NA,NA,NA,NA,NA
Impatiens glandulifera,1,1,NA,3,2,1,2
Zea mays,3,NA,3,NA,NA,4,1
Setaria italica,1,NA,NA,NA,NA,NA,NA
Panicum virgatum,1,NA,NA,NA,NA,NA,NA
Phragmites australis,1,NA,NA,NA,NA,NA,NA
Lolium perenne,1,NA,NA,NA,NA,NA,NA
Hordeum vulgare,1,NA,NA,NA,NA,NA,NA
Magnolia sinica,2,NA,NA,NA,1,1,NA
Papaver somniferum,1,1,1,1,2,NA,NA
Cryptomeria japonica,2,1,4,NA,2,2,6
