species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Bacillus spizizenii,16462,9963,12135,8592,11381,9198,10519
Bacillus inaquosorum,48,NA,32,16,27,18,21
Bacillus subtilis,547,551,235,NA,210,691,NA
Bacillus vallismortis,23,16,14,NA,19,12,15
Bacillus stercoris,64,NA,NA,NA,NA,NA,NA
Bacillus rugosus,16,NA,NA,NA,NA,16,NA
Staphylococcus aureus,9440,5452,8134,6254,11663,10740,10475
Listeria monocytogenes,8959,5250,7604,6876,11899,10358,10610
Listeria innocua,29,25,52,19,25,52,34
Enterococcus faecalis,12923,7796,11184,7911,11328,10223,10280
Limosilactobacillus fermentum,6536,3295,4523,5295,7853,6401,7388
Actinomyces oris,17,NA,15,NA,13,NA,NA
Salmonella enterica,22462,12914,14646,10141,13288,11894,13179
Salmonella bongori,10,NA,12,NA,NA,NA,NA
Escherichia coli,12444,9753,8526,6307,8107,5344,6494
Escherichia albertii,15,NA,NA,NA,NA,NA,NA
Shigella flexneri,1596,NA,NA,NA,NA,NA,NA
Pseudomonas aeruginosa,8397,5174,4460,4669,7462,5655,7278
Pseudomonas sp. CIP-10,241,NA,87,NA,NA,NA,NA
Burkholderia multivorans,10,NA,NA,NA,NA,NA,NA
