species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Cryptococcus neoformans,8070,6210,9201,6698,5231,4822,5567
Cryptococcus gattii VGI,75,42,54,45,33,30,40
Cryptococcus gattii VGII,36,32,60,17,15,13,17
Cryptococcus gattii VGIV,6,5,6,5,5,5,6
Cryptococcus gattii VGIII,5,NA,6,NA,NA,NA,NA
Kwoniella bestiolae,6,NA,NA,6,NA,5,NA
Melampsora laricis-populina,6,6,9,NA,8,5,8
Saccharomyces cerevisiae,5771,6480,5895,4804,5246,5188,5597
Clavispora lusitaniae,17,7,9,8,10,NA,7
[Candida] auris,5,NA,NA,NA,6,NA,5
Candida tropicalis,8,9,NA,5,7,6,6
Coccidioides posadasii,26,13,14,9,16,12,8
Coccidioides immitis,20,17,11,9,13,12,13
Amauroascus niger,11,NA,NA,NA,NA,NA,NA
Byssoonygena ceratinophila,9,18,10,17,12,10,13
Histoplasma capsulatum,7,8,11,5,17,10,8
Aspergillus clavatus,9,NA,NA,NA,6,8,6
Aspergillus niger,8,12,NA,NA,12,NA,12
Aspergillus novofumigatus,6,8,NA,NA,NA,NA,NA
Fonsecaea pedrosoi,10,NA,NA,NA,6,NA,6
Exophiala oligosperma,5,10,7,5,5,7,9
Neurospora crassa,34,18,15,14,9,13,14
Sporothrix brasiliensis,12,8,NA,NA,9,NA,10
Scedosporium apiospermum,17,NA,NA,NA,NA,NA,NA
Lomentospora prolificans,9,10,9,6,5,6,NA
Fusarium odoratissimum,8,NA,NA,NA,NA,NA,NA
Fusarium verticillioides,6,NA,NA,6,NA,NA,NA
Sclerotinia sclerotiorum,10,12,5,5,8,NA,NA
Botrytis cinerea,5,NA,NA,NA,5,NA,5
Cenococcum geophilum,18,10,9,9,8,12,10
Rhizophagus irregularis,37,20,41,36,40,26,41
Mucor lusitanicus,7,NA,NA,NA,NA,6,9
Mucor circinelloides,5,NA,NA,NA,NA,6,NA
Rhizopus delemar,6,NA,NA,5,NA,7,7
Phycomyces blakesleeanus,15,5,5,5,NA,NA,NA
Edhazardia aedis,11,8,16,NA,10,12,14
Pseudoloma neurophilia,5,NA,NA,7,NA,5,NA
Nosema ceranae,9,NA,NA,9,5,7,NA
Enterocytozoon bieneusi,6,NA,NA,NA,NA,NA,NA
Anncaliia algerae,7,9,11,6,8,7,9
Hamiltosporidium tvaerminnensis,6,NA,NA,NA,5,5,5
Allomyces macrogynus,10,10,7,7,7,9,12
Eimeria necatrix,19,11,27,10,13,17,11
Eimeria praecox,22,6,18,17,25,28,26
Eimeria brunetti,18,13,NA,NA,NA,NA,11
Cyclospora cayetanensis,5,NA,NA,NA,NA,NA,8
Toxoplasma gondii,26,NA,14,6,17,16,18
Neospora caninum,15,16,16,NA,19,5,12
Hammondia hammondi,13,NA,NA,NA,6,8,6
Sarcocystis neurona,8,5,9,NA,10,7,11
Cryptosporidium baileyi,11,11,NA,7,6,9,16
Cryptosporidium meleagridis,8,NA,11,NA,10,NA,NA
Gregarina niphandrodes,7,NA,NA,NA,7,NA,NA
Plasmodium malariae,8,6,NA,NA,NA,5,NA
Plasmodium ovale,5,NA,5,NA,11,NA,7
Plasmodium vivax,6,NA,NA,7,NA,NA,8
Plasmodium vinckei,6,NA,5,NA,NA,NA,NA
Plasmodium chabaudi,6,6,7,NA,NA,6,NA
Plasmodium gallinaceum,5,NA,NA,NA,NA,NA,NA
Babesia microti,7,7,5,NA,7,NA,NA
Chromera velia,12,8,7,11,17,7,11
Aphanomyces invadans,22,14,22,18,26,14,15
Aphanomyces astaci,15,11,8,11,10,21,15
Saprolegnia diclina,8,NA,NA,NA,NA,8,6
Phytophthora palmivora,14,12,7,13,10,13,16
Phytophthora capsici,13,10,10,9,14,9,12
Phytophthora cinnamomi,6,5,NA,6,12,5,NA
Phytophthora infestans,5,9,7,11,9,13,9
Globisporangium ultimum,10,NA,7,8,9,13,6
Phytopythium vexans,6,NA,6,NA,5,NA,NA
Pythium arrhenomanes,6,NA,NA,NA,5,NA,NA
Albugo candida,7,5,NA,NA,NA,NA,NA
Acanthamoeba healyi,16,15,18,17,10,13,14
Acanthamoeba palestinensis,20,26,11,16,11,NA,12
Acanthamoeba lenticulata,6,NA,NA,NA,6,11,8
Acanthamoeba mauritaniensis,21,NA,19,NA,17,NA,24
Acanthamoeba culbertsoni,5,NA,5,NA,NA,NA,5
Entamoeba invadens,15,5,5,8,7,24,12
Entamoeba moshkovskii,9,6,12,NA,8,12,15
Entamoeba histolytica,9,18,NA,NA,18,NA,14
Trichomonas vaginalis,32,14,23,17,23,25,20
Monocercomonoides exilis,16,7,15,NA,17,16,16
Naegleria fowleri,22,23,18,17,23,15,14
Trypanosoma congolense,7,5,8,NA,7,9,9
Leptomonas pyrrhocoris,5,5,6,NA,NA,5,NA
Paratrypanosoma confusum,5,NA,NA,5,NA,NA,NA
Chlamydia felis,6,NA,5,NA,NA,NA,NA
