Sample	BP	Sh	F	Si	ISi
D1RP_S9	0.5748437795871993	1.768074781844021	6.279935384168991	0.6300596170007676	2.703138251338392
D1SG_S1	0.26335193990765626	3.2468188270914764	16.144565461855326	0.8874803756903455	8.887338596581124
D2RP_S10	0.7353114865191926	0.8401090991168666	0.9484133598537778	0.42938964552839776	1.7525093825646085
D2SG_S2	0.7328257635424871	1.1293981970391174	2.897533756210505	0.44385809378374264	1.7981022268283218
L1RP_S13	0.36423584173778123	1.8848461543514599	2.7919102903931963	0.7512691512680225	4.020410033970337
L1SG_S5	0.26034612490594433	2.3915368100477794	2.429000772014216	0.8747791443757889	7.9858901699331035
L2RP_S14	0.705573874327018	0.6646070096892509	0.5768897745683697	0.42208922788755376	1.730370929658716
L2SG_S6	0.9186313625921896	0.3828559871713339	0.6330597989405881	0.15370617198506986	1.1816227023014023
S1RP_S11	0.6715817694369973	1.0347038368598271	0.7200302883815272	0.5136405347535851	2.0560923996685214
S1SG_S3	0.5324414715719064	1.6082790387753763	1.4395746629124098	0.6797508876084046	3.122569154156519
S2RP_S12	0.6760066105769231	1.414498688005331	2.8336995619261276	0.525010622123635	2.105310237611861
S2SG_S4	0.20087189805499664	2.3926378384164693	2.383418348970954	0.8792128821233338	8.279028571747888
