species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Bacillus spizizenii,17284,11674,13867,9921,12902,11149,12264
Bacillus subtilis,939,922,269,267,332,447,197
Bacillus inaquosorum,37,16,21,12,21,14,13
Bacillus vallismortis,22,17,23,NA,12,17,11
Bacillus stercoris,105,70,NA,NA,71,NA,88
Bacillus cabrialesii,14,NA,11,NA,NA,NA,11
Bacillus rugosus,14,NA,13,NA,NA,NA,NA
Staphylococcus aureus,10117,6486,9121,7612,13136,12301,12421
Staphylococcus agnetis,5,NA,NA,NA,8,11,NA
Staphylococcus argenteus,7,NA,NA,9,10,9,NA
Listeria monocytogenes,9180,5844,8294,7726,13254,11783,12110
Listeria innocua,98,137,53,100,14,42,40
Enterococcus faecalis,13870,9258,12645,9490,12711,12035,12284
Limosilactobacillus fermentum,6767,3963,5218,6183,8961,7667,8752
Salmonella enterica,24324,16576,19627,11943,16967,13610,16478
Salmonella bongori,9,NA,NA,NA,NA,NA,NA
Escherichia coli,14358,10425,7805,7348,7637,6905,7346
Escherichia albertii,9,NA,NA,8,NA,NA,NA
Pseudomonas aeruginosa,8976,7156,5096,5293,8767,6996,8929
Cryptococcus neoformans,2913,1642,2514,1833,1529,1282,1479
Cryptococcus tetragattii,10,NA,11,NA,NA,NA,NA
Saccharomyces cerevisiae,2108,1726,1780,1254,1626,1398,1506
Saccharomyces paradoxus,16,6,16,7,13,6,8
Juglans regia,8,23,8,7,13,8,7
