species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Bacillus subtilis,28400,23127,24286,18622,22440,21212,23221
Staphylococcus aureus,22719,18502,23739,23006,34068,34683,35921
Listeria monocytogenes,17641,13954,17720,19029,27148,26842,27899
Enterococcus faecalis,31321,26764,32372,28545,32712,33460,35027
Limosilactobacillus fermentum,16277,13435,15647,19117,26728,25036,29598
Escherichia coli,48634,48132,42586,31582,35345,33398,38413
Salmonella enterica,41248,40524,36082,26988,33962,31880,37108
Pseudomonas aeruginosa,20382,20590,15873,14823,25109,22706,28610
Cryptococcus neoformans,6385,4654,6923,5170,4173,3719,4297
Saccharomyces cerevisiae,6319,7118,6385,5269,5827,5701,6242
