species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Bacillus spizizenii,26098,18394,20568,14665,19194,16743,18570
Bacillus subtilis,1282,1118,1052,636,1307,1213,844
Bacillus inaquosorum,85,52,62,40,58,42,50
Bacillus vallismortis,57,NA,48,NA,50,42,NA
Bacillus rugosus,32,NA,NA,NA,NA,NA,NA
Staphylococcus aureus,15027,9715,13885,11176,20166,19064,18852
Listeria monocytogenes,14234,9660,13012,12067,20341,18484,18957
Listeria innocua,97,29,148,203,99,307,202
Enterococcus faecalis,20829,14243,19181,14347,19336,18289,18762
Limosilactobacillus fermentum,10289,6097,7937,9267,13939,11723,13642
Actinomyces oris,22,NA,NA,NA,NA,NA,NA
Salmonella enterica,34201,22414,24766,17652,22276,20240,21901
Salmonella bongori,21,NA,NA,NA,NA,NA,NA
Escherichia coli,21592,20144,16641,11671,15901,11935,14881
Escherichia albertii,28,NA,NA,NA,NA,NA,NA
Shigella flexneri,2129,NA,NA,NA,NA,NA,NA
Pseudomonas aeruginosa,13259,9804,7996,8015,13737,10830,13808
Pseudomonas sp. CIP-10,361,NA,154,NA,NA,NA,NA
