species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Escherichia coli,39114,33547,30719,22037,26863,23674,27130
Salmonella enterica,31324,26223,24117,17599,23721,20856,23989
Pseudomonas aeruginosa,15951,13552,10926,10386,18039,15158,19134
Staphylococcus aureus,17998,13094,17688,15338,25830,24988,25218
Bacillus subtilis,11954,7971,8901,6189,8268,7217,7843
Listeria monocytogenes,9835,6684,9147,8755,14085,13027,13346
Enterococcus faecalis,24216,18253,23259,18441,23988,23362,23880
Limosilactobacillus fermentum,12692,8929,10940,12831,19504,16907,19970
Saccharomyces cerevisiae,4966,4936,4656,3479,4339,3968,4258
Cryptococcus neoformans,4280,2692,4176,3028,2628,2181,2499
