species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Bacillus spizizenii,11255,6305,7806,5286,7184,5511,6285
Bacillus inaquosorum,39,NA,19,NA,15,NA,NA
Bacillus subtilis,301,NA,NA,NA,NA,452,NA
Bacillus vallismortis,14,NA,NA,NA,12,NA,NA
Staphylococcus aureus,6342,3332,5216,3849,7402,6634,6376
Listeria monocytogenes,6079,3158,4830,4190,7511,6277,6412
Listeria innocua,22,NA,35,16,17,42,31
Enterococcus faecalis,8791,4726,7136,4799,7154,6238,6186
Limosilactobacillus fermentum,4519,1912,2811,3271,4789,3851,4407
Actinomyces oris,17,NA,12,NA,11,NA,NA
Salmonella enterica,15774,7544,8997,6409,8246,7295,7987
Escherichia coli,8083,5685,5425,3856,5052,3045,3734
Escherichia albertii,13,NA,NA,NA,NA,NA,NA
Shigella flexneri,957,NA,NA,NA,NA,NA,NA
Pseudomonas aeruginosa,5790,2966,2681,2976,4542,3284,4315
Pseudomonas sp. CIP-10,161,NA,NA,NA,NA,NA,NA
