Sample	BP	Sh	F	Si	ISi
A01_S1	0.742998147010032	1.5421968177073742	12.844105782076598	0.44466142271384723	1.8007032842681912
A02_S2	0.4149322357272365	2.8257425508032177	18.24267780753619	0.8098597851612587	5.259276691404309
A03_S3	0.7972293841194381	1.202382434091785	13.202875984249049	0.35923446594785147	1.5606332532838998
A04_S4	0.8279684719043987	1.1367837750621534	16.094328492271522	0.31235019528369623	1.4542285813817095
A05_S5	0.7937227574530011	1.3085949841062505	13.559361984115434	0.3679739334593082	1.5822132233775785
A06_S6	0.8470886355633195	0.9449822549108132	6.270187760323538	0.28075348637924047	1.390343896094677
A07_S7	0.6752658305226525	1.850694530443955	12.600974888286714	0.5378112665460111	2.163618296203125
A08_S8	0.7263408734777209	1.5022958474021415	11.040534819873514	0.4665050625378063	1.8744320325829997
A09_S9	0.7835307171486153	1.3115090549245805	10.137515816818306	0.38314469555677844	1.6211257207273395
A10_S10	0.64409652285835	1.7294182777858802	12.359200081565554	0.5617080765650571	2.281584365422223
A11_S11	0.5405555555555556	2.1438830800989392	8.537016557999666	0.6799965486721059	3.1249662959895455
A12_S12	0.7679548958618726	1.332690387931753	13.496248525033474	0.4043778288376457	1.6789166831189377
B01_S13	0.6103581800580833	1.6690469833820216	11.985257704556355	0.5902742453994654	2.440656924227177
B02_S14	0.4879227752290259	1.1807821778465093	4.339225981916465	0.5917514793574132	2.4494883617116145
B03_S15	0.5696421692135339	1.4766539449252294	7.570357524963076	0.6011723469319221	2.5073487064080404
B04_S16	0.5332115863213199	1.359053745432212	6.03925232399236	0.6026548352952097	2.5167035837543295
B05_S17	0.6689796026163584	1.09496549294369	8.556103282204909	0.4920616592770458	1.9687428961883229
B06_S18	0.5347646879309612	1.6133512205418616	8.848848184536461	0.6339821525837146	2.732107210233013
B07_S19	0.5448937870396745	1.4707135518189218	12.119900503550957	0.6067698410193888	2.5430399402536836
B08_S20	0.4753167199466577	1.1844134731459213	5.363956750848453	0.5906159710026104	2.442694216599193
B09_S21	0.5101355379660503	1.3302613408767292	20.120053506709105	0.5958744687805557	2.47447865266644
B10_S22	0.4832546511988265	1.3844576512919333	6.611717355937463	0.6172910911666488	2.6129519771264205
B11_S23	0.6988652911581796	1.0043631167391385	5.218591563815265	0.4631826187779008	1.8628308899451724
B12_S24	0.7172165964048833	1.0032067501347706	4.684064241252403	0.44574025183310817	1.8042082314425842
Blank_S38	0.675264776221387	0.9969935226824245	0.6600326665814519	0.4969791435553127	1.9879891403865897
C01_S25	0.396976381777337	3.136657985011784	18.79110881552897	0.8284280232887886	5.828457648903774
C02_S26	0.6371268604225867	2.099884416090516	16.596954832401458	0.5874941556730738	2.424208077904135
C03_S27	0.24886114685120145	3.711690294198746	18.672891536200684	0.9177923025820922	12.1643110245071
C04_S28	0.30861186996938084	2.8597670433469147	11.45412004139256	0.8478531335284571	6.572596749385154
C05_S29	0.8407389782567122	1.0306267734446857	9.424695008285635	0.29213160138947525	1.412691966420454
C06_S30	0.6922197102457427	1.8233135260598665	12.456134907251865	0.5173691688853903	2.0719770382065192
C07_S31	0.5071835388831791	2.2988369408862868	10.317160305459318	0.7204091839100583	3.5766553922798
C08_S32	0.8908938142443811	0.6770323629269139	5.611530210926555	0.20512180429635996	1.2580543854455368
C09_S33	0.4727668529134315	2.711061388563877	11.49603897587188	0.7657470351951009	4.268889406940331
C10_S34	0.4484415044212165	2.685200909827852	12.153979695213566	0.7806429572131144	4.558777722817594
C11_S35	0.0453776384766871	4.841352798952025	24.544258542523643	0.9883040177831072	85.49944600254857
C12_S36	0.4762734916853899	2.731736160169308	15.450543098378715	0.7599786019461031	4.1662952057943174
ENC_S37	0.5749179730222385	0.6818793901507705	0.21114672056204384	0.48895284941205686	1.9567666092053002
