Sample	BP	Sh	F	Si	ISi
DE3_S7	0.16156313374660203	2.15615372725373	19.49864135173741	0.8717443678424873	7.796928549475981
DE4_S8	0.1641326415519964	2.1714404774105285	22.006596518015705	0.8750352415406948	8.002256094670486
DT3_S15	0.15840745912544393	2.22043382155459	22.819023808715624	0.8799617725170338	8.330679492430054
DT4_S16	0.170429655094209	2.1604741961087672	23.183139369661543	0.8731456822605923	7.883058439163765
