species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Bacillus spizizenii,37760,31816,27329,25417,30694,28728,32467
Bacillus halotolerans,89,86,42,64,51,NA,NA
Bacillus subtilis,2513,2907,8900,2061,2497,2724,1877
Bacillus inaquosorum,118,115,93,68,95,75,94
Bacillus vallismortis,86,78,82,38,60,69,64
Bacillus atrophaeus,13,NA,12,11,13,NA,NA
Bacillus tequilensis,15,19,22,NA,NA,NA,18
Bacillus rugosus,49,29,33,26,26,44,41
Bacillus cabrialesii,28,NA,23,15,23,NA,19
Staphylococcus aureus,21902,16869,22317,20564,31827,32048,32823
Staphylococcus argenteus,20,NA,22,22,24,22,24
Staphylococcus schweitzeri,15,NA,NA,NA,17,18,19
Listeria monocytogenes,20916,16981,20933,22063,32162,31366,32814
Listeria innocua,128,44,217,321,138,421,312
Listeria swaminathanii,21,12,34,25,36,20,21
Listeria welshimeri,18,NA,18,NA,17,15,21
Listeria seeligeri,17,15,NA,NA,19,17,NA
Enterococcus faecalis,30680,24893,31123,26340,31162,31522,32781
Limosilactobacillus fermentum,15030,11473,13640,16486,23518,21403,25355
Actinomyces oris,27,19,22,NA,23,14,15
Salmonella enterica,51599,41011,41604,31884,37748,35740,41695
Salmonella bongori,27,772,18,NA,NA,887,NA
Escherichia coli,30576,34423,28604,19089,25306,19997,25985
Escherichia sp. E4742,27,NA,19,NA,NA,NA,NA
Escherichia albertii,32,54,21,20,17,NA,19
Escherichia fergusonii,26,27,25,94,NA,20,NA
Escherichia marmotae,16,NA,NA,NA,NA,NA,NA
Shigella flexneri,2939,2425,961,1243,982,2103,NA
Shigella dysenteriae,192,111,142,171,NA,NA,NA
Shigella boydii,204,NA,NA,NA,NA,NA,NA
Klebsiella pneumoniae,64,NA,NA,NA,NA,NA,NA
Pseudomonas aeruginosa,19261,18086,13938,13149,23015,20206,25458
Pseudomonas sp. CIP-10,526,180,408,428,230,188,272
Neptuniibacter halophilus,21,47,18,41,101,37,45
Burkholderia multivorans,21,20,17,15,17,12,13
Homo sapiens,56,45,53,37,77,55,64
