species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Bacillus spizizenii,16521,10493,12359,8598,11592,9872,10532
Bacillus inaquosorum,48,NA,32,NA,NA,NA,NA
Bacillus subtilis,554,NA,NA,NA,NA,NA,NA
Staphylococcus aureus,9446,5453,8135,6254,11664,10744,10475
Listeria monocytogenes,8969,5261,7604,6881,11909,10359,10626
Enterococcus faecalis,12927,7798,11184,7911,11329,10226,10280
Limosilactobacillus fermentum,6536,3295,4523,5295,7854,6402,7388
Salmonella enterica,23061,12917,14649,10141,13289,11898,13179
Escherichia coli,13413,9756,8527,6307,8108,5345,6494
Pseudomonas aeruginosa,8404,5174,4529,4669,7462,5656,7278
Pseudomonas sp. CIP-10,241,NA,NA,NA,NA,NA,NA
