species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Eimeria mitis,3,8,6,7,6,9,6
Eimeria acervulina,9,NA,3,8,2,NA,3
Eimeria maxima,5,3,11,7,11,NA,9
Eimeria falciformis,1,2,3,1,1,2,2
Cyclospora cayetanensis,5,2,1,3,2,2,7
Cryptosporidium baileyi,11,8,4,6,6,5,13
Cryptosporidium meleagridis,7,4,6,2,5,1,2
Cryptosporidium parvum,2,1,NA,NA,1,NA,NA
Cryptosporidium sp. chipmunk LX-2015,1,NA,3,NA,2,3,2
Cryptosporidium muris,1,2,6,1,1,1,NA
Gregarina niphandrodes,7,5,4,4,7,NA,5
Plasmodium malariae,8,6,3,4,4,5,4
Plasmodium ovale,5,3,5,3,11,3,7
Plasmodium vivax,5,2,2,6,4,3,8
Plasmodium inui,3,4,3,NA,6,3,5
Plasmodium fragile,1,NA,NA,NA,2,NA,NA
Plasmodium knowlesi,1,3,3,3,5,2,3
Plasmodium cynomolgi,1,2,8,1,7,3,9
Plasmodium vinckei,6,NA,5,3,2,2,4
Plasmodium chabaudi,6,6,7,3,2,6,3
Plasmodium yoelii,3,7,5,5,5,6,3
Plasmodium berghei,2,NA,1,NA,NA,1,NA
Plasmodium reichenowi,5,3,3,3,5,3,3
Plasmodium gaboni,2,NA,3,NA,3,6,1
Plasmodium sp. gorilla clade G2,1,1,5,2,3,3,2
Plasmodium sp. DRC-Itaito,1,3,NA,4,1,2,2
Plasmodium gallinaceum,5,1,1,3,1,2,3
Plasmodium relictum,4,2,NA,1,4,2,2
Plasmodium coatneyi,1,4,2,3,4,1,2
Babesia microti,7,7,5,4,7,2,4
Theileria orientalis,2,1,1,4,2,1,1
Theileria annulata,2,1,1,NA,NA,1,2
Chromera velia,12,8,7,11,17,7,11
Vitrella brassicaformis,1,2,2,2,3,1,3
Phytophthora palmivora,14,12,7,13,10,13,16
Phytophthora capsici,13,10,10,9,14,9,12
Phytophthora cinnamomi,6,5,3,6,12,5,2
Phytophthora infestans,5,8,7,11,9,13,9
Phytophthora sojae,4,6,6,2,6,6,7
Phytophthora parasitica,3,2,3,7,4,2,4
Phytophthora ramorum,2,1,2,3,1,6,5
Phytophthora plurivora,1,1,4,1,2,NA,2
Hyaloperonospora arabidopsidis,3,3,3,3,5,3,4
Aphanomyces invadans,22,14,22,18,26,14,15
Aphanomyces astaci,14,11,8,11,10,21,15
Saprolegnia diclina,8,4,3,2,3,7,5
Globisporangium ultimum,9,4,7,8,8,12,6
Globisporangium iwayamae,3,5,5,1,3,3,7
Pythium arrhenomanes,6,2,3,3,5,4,3
Pythium aphanidermatum,3,1,1,2,4,2,3
Phytopythium vexans,6,4,6,2,5,4,4
Albugo candida,7,5,3,1,3,1,1
Albugo laibachii,2,5,7,3,2,2,2
Acanthamoeba healyi,16,15,18,17,10,11,14
Acanthamoeba palestinensis,16,12,10,7,9,4,10
Acanthamoeba lenticulata,6,1,4,4,6,5,8
Acanthamoeba mauritaniensis,6,5,10,8,6,4,8
Acanthamoeba culbertsoni,5,2,5,2,4,3,5
Acanthamoeba astronyxis,3,3,5,1,1,5,5
Acanthamoeba rhysodes,3,11,1,4,1,1,4
Acanthamoeba quina,3,NA,2,3,4,3,3
Acanthamoeba royreba,2,3,1,1,5,7,2
Acanthamoeba castellanii,10,NA,1,NA,13,10,18
Acanthamoeba lugdunensis,1,NA,1,NA,NA,NA,2
Acanthamoeba polyphaga,9,NA,8,NA,NA,NA,NA
Entamoeba invadens,15,5,5,6,7,16,12
Entamoeba moshkovskii,9,6,12,4,8,12,15
Entamoeba histolytica,9,17,8,5,18,10,14
Entamoeba dispar,1,1,9,3,5,4,7
Trypanosoma brucei,8,7,4,NA,NA,1,8
Trypanosoma congolense,7,5,8,2,7,9,9
Trypanosoma cruzi,4,4,3,5,6,2,4
Trypanosoma vivax,2,1,4,5,3,3,1
Trypanosoma grayi,2,NA,NA,2,NA,1,3
Leptomonas pyrrhocoris,5,5,6,2,4,5,3
Leptomonas seymouri,4,5,2,1,3,3,NA
Leishmania amazonensis,2,NA,NA,1,5,NA,NA
Leishmania major,2,5,NA,2,3,2,NA
Leishmania tarentolae,2,2,NA,1,2,3,1
Leishmania panamensis,1,NA,NA,1,NA,NA,NA
Paratrypanosoma confusum,5,3,1,5,3,2,4
Blechomonas ayalai,2,1,NA,1,4,2,4
Bodo saltans,3,2,2,3,5,2,1
Naegleria fowleri,22,23,18,17,23,15,14
Trichomonas vaginalis,32,14,22,16,23,24,19
Monocercomonoides exilis,16,7,15,4,17,16,16
Giardia intestinalis,4,1,2,1,NA,5,2
Spironucleus salmonicida,2,2,5,3,5,1,1
Chlamydia felis,6,NA,5,2,2,4,3
