species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Cryptococcus neoformans,8070,6210,9201,6697,5231,4821,5566
Cryptococcus gattii VGI,75,42,54,45,33,30,39
Cryptococcus gattii VGII,36,32,60,17,15,13,17
Cryptococcus gattii VGIV,6,5,6,5,5,5,6
Cryptococcus gattii VGIII,5,3,6,3,1,1,2
Kwoniella bestiolae,6,4,4,6,4,5,3
Kwoniella dejecticola,2,2,3,3,4,NA,NA
Kwoniella heveanensis,1,2,3,3,NA,2,NA
Tremella mesenterica,3,3,6,4,2,2,3
Naganishia albida,4,5,1,2,3,4,4
Coprinopsis cinerea,1,NA,2,NA,2,NA,NA
Phanerodontia chrysosporium,1,1,1,3,1,2,5
Malassezia restricta,5,NA,1,1,2,1,1
Sporisorium reilianum,2,1,3,NA,3,1,3
Melampsora laricis-populina,6,6,9,4,8,5,8
Saccharomyces cerevisiae,5771,6480,5895,4804,5246,5187,5597
Nakaseomyces glabratus,4,4,10,3,10,8,12
Clavispora lusitaniae,17,7,9,7,10,7,7
[Candida] auris,5,2,1,NA,6,3,5
[Candida] duobushaemulonis,1,2,5,3,2,4,2
Candida tropicalis,8,8,4,5,7,5,6
Candida parapsilosis,3,1,2,1,3,3,3
Candida albicans,3,NA,1,3,6,2,5
Yarrowia lipolytica,2,2,1,2,1,2,6
Coccidioides posadasii,25,12,14,9,16,12,8
Coccidioides immitis,19,16,11,8,13,12,13
Amauroascus niger,9,2,5,NA,3,3,5
Byssoonygena ceratinophila,8,16,9,16,11,8,11
Chrysosporium queenslandicum,7,2,2,2,4,2,4
Uncinocarpus reesii,3,NA,2,1,1,1,3
Histoplasma capsulatum,7,7,11,5,16,9,8
Histoplasma mississippiense (nom. inval.),2,1,NA,6,1,1,NA
Paracoccidioides lutzii,2,4,2,2,1,NA,9
Aspergillus niger,5,6,4,2,8,2,8
Aspergillus steynii,4,3,2,1,2,4,4
Aspergillus aculeatus,2,3,NA,1,2,4,5
Aspergillus terreus,1,NA,1,1,NA,NA,NA
Aspergillus flavus,4,NA,NA,5,NA,NA,NA
Aspergillus clavatus,8,5,4,1,6,8,5
Aspergillus fumigatus,3,1,1,3,2,NA,2
Aspergillus fischeri,1,2,NA,1,2,NA,3
Aspergillus sydowii,3,3,NA,NA,3,2,NA
Aspergillus versicolor,2,1,4,4,1,1,3
Aspergillus nidulans,1,NA,NA,NA,NA,4,1
Aspergillus ochraceoroseus,1,NA,NA,1,2,1,1
Aspergillus novofumigatus,6,6,2,3,1,3,2
Aspergillus brasiliensis,3,3,1,2,2,5,3
Aspergillus wentii,2,2,1,NA,3,NA,1
Aspergillus campestris,2,1,1,NA,1,2,1
Aspergillus carbonarius,2,2,1,3,1,1,NA
Aspergillus tubingensis,2,6,NA,3,1,NA,3
Aspergillus glaucus,1,2,1,1,1,3,1
Aspergillus luchuensis,1,2,2,1,3,NA,NA
Penicilliopsis zonata,1,2,1,2,3,2,4
Penicillium rubens,1,1,2,2,4,3,NA
Talaromyces marneffei,1,1,2,NA,2,1,NA
Talaromyces stipitatus,1,1,3,NA,1,1,1
Fonsecaea pedrosoi,10,3,4,3,6,3,6
Exophiala oligosperma,5,9,7,5,5,6,9
Exophiala mesophila,2,1,1,NA,2,NA,NA
Cladophialophora carrionii,3,4,2,5,NA,1,3
Cyphellophora europaea,3,1,NA,2,3,1,1
Neurospora crassa,33,18,15,14,9,13,14
Neurospora tetrasperma,2,1,4,NA,3,2,3
Sordaria macrospora,3,2,6,5,1,NA,1
Sporothrix brasiliensis,10,7,1,4,8,1,8
Sporothrix schenckii,4,3,2,NA,1,1,3
Pyricularia oryzae,1,2,2,1,1,1,4
Fusarium odoratissimum,6,4,5,4,1,2,4
Fusarium oxysporum,4,10,13,6,14,9,5
Fusarium verticillioides,6,4,2,5,NA,3,2
Fusarium fujikuroi,3,2,NA,1,NA,1,NA
Fusarium proliferatum,1,1,2,1,NA,NA,1
Fusarium graminearum,1,1,NA,NA,1,NA,1
Trichoderma reesei,2,5,2,4,9,2,4
Trichoderma virens,1,2,2,3,1,NA,1
Scedosporium apiospermum,16,2,3,NA,2,3,1
Lomentospora prolificans,9,10,9,6,5,6,4
Sclerotinia sclerotiorum,10,12,5,5,8,4,4
Botrytis cinerea,5,4,4,4,5,3,5
Cenococcum geophilum,18,10,9,9,8,12,10
Zymoseptoria tritici,2,4,3,3,5,1,4
Schizosaccharomyces pombe,9,9,4,7,6,12,4
Schizosaccharomyces octosporus,5,7,2,5,9,2,7
Schizosaccharomyces japonicus,2,NA,2,2,6,1,2
Pneumocystis jirovecii,1,3,1,4,2,NA,3
Rhizophagus irregularis,37,20,41,36,40,26,41
Mucor lusitanicus,7,3,3,3,4,6,9
Mucor circinelloides,5,3,2,2,3,6,3
Rhizopus delemar,6,4,4,5,4,7,7
Phycomyces blakesleeanus,15,5,5,5,3,3,3
Nosema ceranae,9,4,4,9,5,7,3
Nosema bombycis,2,4,4,2,4,3,4
Vittaforma corneae,3,4,2,1,1,NA,2
Enterocytozoon bieneusi,6,4,4,2,3,3,4
Encephalitozoon cuniculi,3,4,NA,1,2,1,2
Encephalitozoon intestinalis,1,1,NA,2,NA,NA,NA
Spraguea lophii,2,2,2,NA,2,3,1
Edhazardia aedis,11,8,16,4,10,12,14
Pseudoloma neurophilia,5,3,2,7,3,5,2
Nematocida ausubeli,2,3,2,4,NA,1,NA
Nematocida displodere,1,1,1,NA,5,1,4
Amphiamblys sp. WSBS2006,1,NA,NA,NA,NA,NA,NA
Hamiltosporidium tvaerminnensis,6,4,4,4,5,5,5
Trachipleistophora hominis,3,2,3,3,4,2,5
Anncaliia algerae,7,9,11,6,8,7,9
Allomyces macrogynus,10,10,7,7,7,9,12
Batrachochytrium dendrobatidis,3,3,3,3,6,5,4
Spizellomyces punctatus,1,4,3,1,1,NA,1
Toxoplasma gondii,26,5,13,6,17,16,18
Neospora caninum,14,14,15,3,18,5,11
Hammondia hammondi,13,3,NA,2,6,8,6
Cystoisospora suis,8,9,NA,NA,6,7,4
Sarcocystis neurona,8,5,9,2,10,7,11
Eimeria necatrix,17,10,24,8,11,17,10
Eimeria praecox,15,6,12,8,16,23,19
Eimeria brunetti,13,11,5,4,3,6,8
