run_id,db_name,runtime,sample,preqc_pct_dups_r1,preqc_pct_dups_r2,preqc_pct_gc_r1,preqc_pct_gc_r2,preqc_avg_len_r1,preqc_avg_len_r2,preqc_med_len_r1,preqc_med_len_r2,preqc_fail_r1,preqc_fail_r2,trim_clip,trim_head,trim_lead,trim_crop,trim_sliding_win,trim_trail,trim_min_len,trim_paired,trim_both,trim_fw_only,trim_rev_only,trim_dropped,postqc_pct_dups_r1,postqc_pct_dups_r2,postqc_pct_gc_r1,postqc_pct_gc_r2,postqc_avg_len_r1,postqc_avg_len_r2,postqc_med_len_r1,postqc_med_len_r2,postqc_fail_r1,postqc_fail_r2,bt_prefix,bt_mode,bt_sensitivity,bt_mixed,bt_discordant,bt_paired,bt_conc_0,bt_conc_1,bt_conc_more,bt_avg_len,bt_med_len,kraken2_min_hits,kraken2_total,kraken2_classified,kraken2_unclassified,kraken2_avg_len,kraken2_med_len,bracken_thresh,bracken_species,bracken_species_above_thresh,bracken_species_below_thresh,bracken_kept,bracken_discarded,bracken_redistributed,bracken_not_redistributed,bracken_total
run_2603_1231,k2_standard_08gb_20241228,00:01:13,ZP2_S21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,319707,144474,175233,TODO,TODO,10,154,17,137,36946,268,107211,49,144157
run_2603_1231,k2_standard_08gb_20241228,00:01:13,ZP3_S22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,358997,158496,200501,TODO,TODO,10,163,16,147,40346,284,117819,47,158165
run_2603_1200,k2_standard_16gb_20241228,00:05:37,ZC1_S4,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,zymobiomics_adaptors.fa:2:30:10:8:true,5,5,240,4:15,10,30,327187,304355,4716,861,17255,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,304355,304354,0,1,TODO,TODO,2,304354,214302,90052,TODO,TODO,10,291,36,255,63509,348,150368,77,213877
run_2603_1200,k2_standard_16gb_20241228,00:05:37,ZC2_S5,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,zymobiomics_adaptors.fa:2:30:10:8:true,5,5,240,4:15,10,30,331292,294099,3707,976,32510,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,294099,294096,0,3,TODO,TODO,2,294096,174763,119333,TODO,TODO,10,254,27,227,45443,349,128896,75,174339
run_2603_1200,k2_standard_16gb_20241228,00:05:37,ZC3_S6,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,zymobiomics_adaptors.fa:2:30:10:8:true,5,5,240,4:15,10,30,328660,297186,3675,964,26835,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,297186,297184,1,1,TODO,TODO,2,297184,185501,111683,TODO,TODO,10,252,31,221,53007,348,132070,76,185077
run_2603_1200,k2_standard_16gb_20241228,00:05:37,ZC4_S7,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,zymobiomics_adaptors.fa:2:30:10:8:true,5,5,240,4:15,10,30,298033,264207,3299,900,29627,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,264207,264206,0,1,TODO,TODO,2,264206,154559,109647,TODO,TODO,10,195,25,170,44537,281,109685,56,154222
run_2603_1200,k2_standard_16gb_20241228,00:05:37,ZP1_S20,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,zymobiomics_adaptors.fa:2:30:10:8:true,5,5,240,4:15,10,30,349154,320066,4721,991,23376,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,320066,320064,0,2,TODO,TODO,2,320064,213679,106385,TODO,TODO,10,264,31,233,61479,342,151787,71,213266
run_2603_1200,k2_standard_16gb_20241228,00:05:37,ZP2_S21,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,zymobiomics_adaptors.fa:2:30:10:8:true,5,5,240,4:15,10,30,358936,319710,6569,1177,31480,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,319710,319707,0,3,TODO,TODO,2,319707,198224,121483,TODO,TODO,10,244,27,217,55769,384,142007,64,197776
run_2603_1200,k2_standard_16gb_20241228,00:05:37,ZP3_S22,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,zymobiomics_adaptors.fa:2:30:10:8:true,5,5,240,4:15,10,30,404941,359000,3893,1197,40851,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,359000,358997,2,1,TODO,TODO,2,358997,217911,141086,TODO,TODO,10,240,27,213,61002,360,156480,69,217482
run_0204_1603,k2_pluspfp_16gb_20241228,00:02:08,ZC1_S4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,287718,165391,122327,TODO,TODO,0,208,208,0,47632,0,117743,16,165375
run_0204_1603,k2_pluspfp_16gb_20241228,00:02:08,ZC2_S5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,267587,121562,146025,TODO,TODO,0,158,158,0,31757,0,89796,9,121553
run_0204_1603,k2_pluspfp_16gb_20241228,00:02:08,ZC3_S6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,273957,134866,139091,TODO,TODO,0,193,193,0,38636,0,96209,21,134845
run_0204_1603,k2_pluspfp_16gb_20241228,00:02:08,ZC4_S7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,238889,108899,129990,TODO,TODO,0,153,153,0,31587,0,77301,11,108888
run_0204_1603,k2_pluspfp_16gb_20241228,00:02:08,ZP1_S20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,299544,152624,146920,TODO,TODO,0,169,169,0,42562,0,110049,13,152611
run_0204_1603,k2_pluspfp_16gb_20241228,00:02:08,ZP2_S21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,293458,137019,156439,TODO,TODO,0,166,166,0,37676,0,99322,21,136998
run_0204_1603,k2_pluspfp_16gb_20241228,00:02:08,ZP3_S22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,326874,150240,176634,TODO,TODO,0,178,178,0,41110,0,109118,12,150228
run_2603_1216,k2_pluspfp_08gb_20241228,00:01:21,ZC1_S4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,304354,111496,192858,TODO,TODO,10,140,15,125,28584,222,82646,44,111230
run_2603_1216,k2_pluspfp_08gb_20241228,00:01:21,ZC2_S5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,294096,76164,217932,TODO,TODO,10,103,13,90,18023,166,57949,26,75972
run_2603_1216,k2_pluspfp_08gb_20241228,00:01:21,ZC3_S6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,297184,86765,210419,TODO,TODO,10,129,14,115,22546,219,63972,28,86518
run_2603_1216,k2_pluspfp_08gb_20241228,00:01:21,ZC4_S7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,264206,69198,195008,TODO,TODO,10,94,10,84,18462,160,50559,17,69021
run_2603_1216,k2_pluspfp_08gb_20241228,00:01:21,ZP1_S20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,320064,98229,221835,TODO,TODO,10,115,14,101,25013,185,72997,34,98010
run_2603_1216,k2_pluspfp_08gb_20241228,00:01:21,ZP2_S21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,319707,85963,233744,TODO,TODO,10,104,14,90,21575,161,64197,30,85772
run_2603_1216,k2_pluspfp_08gb_20241228,00:01:21,ZP3_S22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,358997,94226,264771,TODO,TODO,10,123,12,111,23688,208,70301,29,93989
run_0504_0959,custom,00:00:10,ZC1_S4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,287718,232855,54863,TODO,TODO,10,10,10,0,231848,0,999,8,232847
run_0504_0959,custom,00:00:10,ZC2_S5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,267587,209110,58477,TODO,TODO,10,10,10,0,207907,0,1198,5,209105
run_0504_0959,custom,00:00:10,ZC3_S6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,273957,213917,60040,TODO,TODO,10,10,10,0,212896,0,1012,9,213908
run_0504_0959,custom,00:00:10,ZC4_S7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,238889,184571,54318,TODO,TODO,10,10,10,0,183716,0,851,4,184567
run_0504_0959,custom,00:00:10,ZP1_S20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,299544,239689,59855,TODO,TODO,10,10,10,0,238667,0,1019,3,239686
run_0504_0959,custom,00:00:10,ZP2_S21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,293458,229930,63528,TODO,TODO,10,10,10,0,228874,0,1056,0,229930
run_0504_0959,custom,00:00:10,ZP3_S22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,326874,256656,70218,TODO,TODO,10,10,10,0,255371,0,1283,2,256654
run_0504_2054,custom,00:00:10,ZC1_S4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,287718,232855,54863,TODO,TODO,10,10,10,0,231848,0,999,8,232847
run_0504_2054,custom,00:00:10,ZC2_S5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,267587,209110,58477,TODO,TODO,10,10,10,0,207907,0,1198,5,209105
run_0504_2054,custom,00:00:10,ZC3_S6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,273957,213917,60040,TODO,TODO,10,10,10,0,212896,0,1012,9,213908
run_0504_2054,custom,00:00:10,ZC4_S7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,238889,184571,54318,TODO,TODO,10,10,10,0,183716,0,851,4,184567
run_0504_2054,custom,00:00:10,ZP1_S20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,299544,239689,59855,TODO,TODO,10,10,10,0,238667,0,1019,3,239686
run_0504_2054,custom,00:00:10,ZP2_S21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,293458,229930,63528,TODO,TODO,10,10,10,0,228874,0,1056,0,229930
run_0504_2054,custom,00:00:10,ZP3_S22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,326874,256656,70218,TODO,TODO,10,10,10,0,255371,0,1283,2,256654
run_0204_1559,k2_pluspfp_08gb_20241228,00:01:08,ZC1_S4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,287718,111417,176301,TODO,TODO,0,140,140,0,28782,0,82614,21,111396
run_0204_1559,k2_pluspfp_08gb_20241228,00:01:08,ZC2_S5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,267587,76123,191464,TODO,TODO,0,103,103,0,18180,0,57931,12,76111
run_0204_1559,k2_pluspfp_08gb_20241228,00:01:08,ZC3_S6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,273957,86699,187258,TODO,TODO,0,129,129,0,22744,0,63940,15,86684
run_0204_1559,k2_pluspfp_08gb_20241228,00:01:08,ZC4_S7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,238889,69161,169728,TODO,TODO,0,94,94,0,18613,0,50539,9,69152
run_0204_1559,k2_pluspfp_08gb_20241228,00:01:08,ZP1_S20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,299544,98188,201356,TODO,TODO,0,115,115,0,25185,0,72991,12,98176
run_0204_1559,k2_pluspfp_08gb_20241228,00:01:08,ZP2_S21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,293458,85898,207560,TODO,TODO,0,103,103,0,21713,0,64168,17,85881
run_0204_1559,k2_pluspfp_08gb_20241228,00:01:08,ZP3_S22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,326874,94184,232690,TODO,TODO,0,123,123,0,23882,0,70283,19,94165
run_0204_1642,k2_eupathdb48_20230407,00:01:11,ZC1_S4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,287718,14660,273058,TODO,TODO,0,187,187,0,14387,0,273,0,14660
run_0204_1642,k2_eupathdb48_20230407,00:01:11,ZC2_S5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,267587,13163,254424,TODO,TODO,0,172,172,0,12917,0,244,2,13161
run_0204_1642,k2_eupathdb48_20230407,00:01:11,ZC3_S6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,273957,15538,258419,TODO,TODO,0,181,181,0,15269,0,269,0,15538
run_0204_1642,k2_eupathdb48_20230407,00:01:11,ZC4_S7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,238889,11864,227025,TODO,TODO,0,165,165,0,11646,0,215,3,11861
run_0204_1642,k2_eupathdb48_20230407,00:01:11,ZP1_S20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,299544,11126,288418,TODO,TODO,0,185,185,0,10892,0,227,7,11119
run_0204_1642,k2_eupathdb48_20230407,00:01:11,ZP2_S21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,293458,10477,282981,TODO,TODO,0,166,166,0,10280,0,195,2,10475
run_0204_1642,k2_eupathdb48_20230407,00:01:11,ZP3_S22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,326874,11762,315112,TODO,TODO,0,180,180,0,11521,0,240,1,11761
run_0504_2353,custom,00:00:10,ZC1_S4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,287718,232855,54863,TODO,TODO,10,10,10,0,231848,0,999,8,232847
run_0504_2353,custom,00:00:10,ZC2_S5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,267587,209110,58477,TODO,TODO,10,10,10,0,207907,0,1198,5,209105
run_0504_2353,custom,00:00:10,ZC3_S6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,273957,213917,60040,TODO,TODO,10,10,10,0,212896,0,1012,9,213908
run_0504_2353,custom,00:00:10,ZC4_S7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,238889,184571,54318,TODO,TODO,10,10,10,0,183716,0,851,4,184567
run_0504_2353,custom,00:00:10,ZP1_S20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,299544,239689,59855,TODO,TODO,10,10,10,0,238667,0,1019,3,239686
run_0504_2353,custom,00:00:10,ZP2_S21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,293458,229930,63528,TODO,TODO,10,10,10,0,228874,0,1056,0,229930
run_0504_2353,custom,00:00:10,ZP3_S22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,326874,256656,70218,TODO,TODO,10,10,10,0,255371,0,1283,2,256654
run_0204_1610,k2_standard_20241228,00:11:36,ZC1_S4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,287718,271552,16166,TODO,TODO,0,596,596,0,98164,0,173357,31,271521
run_0204_1610,k2_standard_20241228,00:11:36,ZC2_S5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,267587,251413,16174,TODO,TODO,0,478,478,0,80026,0,171347,40,251373
run_0204_1610,k2_standard_20241228,00:11:36,ZC3_S6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,273957,255661,18296,TODO,TODO,0,503,503,0,89061,0,166568,32,255629
run_0204_1610,k2_standard_20241228,00:11:36,ZC4_S7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,238889,223869,15020,TODO,TODO,0,455,455,0,76622,0,147226,21,223848
run_0204_1610,k2_standard_20241228,00:11:36,ZP1_S20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,299544,286057,13487,TODO,TODO,0,518,518,0,99332,0,186674,51,286006
run_0204_1610,k2_standard_20241228,00:11:36,ZP2_S21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,293458,279528,13930,TODO,TODO,0,515,515,0,94634,0,184840,54,279474
run_0204_1610,k2_standard_20241228,00:11:36,ZP3_S22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,326874,311837,15037,TODO,TODO,0,506,506,0,104373,0,207429,35,311802
