species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Bacillus spizizenii,25414,19918,21632,15670,20328,18239,19814
Bacillus subtilis,1387,NA,NA,NA,NA,NA,NA
Staphylococcus aureus,14601,10067,13869,11812,19947,19004,19190
Listeria monocytogenes,13853,9514,12966,12458,19975,18521,19007
Enterococcus faecalis,20363,14437,19129,14805,19326,18583,19049
Limosilactobacillus fermentum,10096,6338,8032,9619,14074,12168,14079
Salmonella enterica,35233,24531,26213,18221,24077,22114,24667
Escherichia coli,21541,19159,15673,11619,13959,10761,12946
Pseudomonas aeruginosa,13005,10098,8183,8066,13623,11011,14291
Cryptococcus neoformans,4366,2582,3932,2861,2469,2081,2352
Saccharomyces cerevisiae,3115,2850,2808,1976,2523,2259,2428
