species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Bacillus spizizenii,34325,27813,24181,22144,27031,24840,28296
Bacillus subtilis,2092,2105,7588,1370,2405,2400,1222
Bacillus halotolerans,67,62,NA,NA,NA,NA,NA
Bacillus vallismortis,79,72,71,41,57,60,58
Bacillus inaquosorum,92,87,70,52,70,55,64
Bacillus stercoris,171,115,66,82,99,168,138
Bacillus atrophaeus,13,NA,13,NA,14,NA,NA
Bacillus tequilensis,14,15,18,NA,NA,NA,16
Bacillus rugosus,44,27,27,16,26,40,34
Bacillus cabrialesii,27,NA,22,NA,21,NA,21
Staphylococcus aureus,20065,14722,19917,17657,28609,28172,28552
Staphylococcus argenteus,19,NA,20,17,23,23,21
Staphylococcus schweitzeri,14,NA,NA,NA,17,17,22
Listeria monocytogenes,18936,14622,18611,18842,28718,27305,28166
Listeria innocua,180,76,187,275,246,561,603
Listeria swaminathanii,19,NA,32,25,30,21,23
Listeria welshimeri,17,NA,16,NA,17,15,21
Listeria seeligeri,17,NA,NA,NA,19,14,NA
Enterococcus faecalis,27904,21575,27524,22461,27864,27675,28461
Limosilactobacillus fermentum,13602,9747,11867,14145,20691,18320,21568
Actinomyces oris,27,16,20,NA,22,13,14
Salmonella enterica,47090,34813,36561,27412,33162,30649,35840
Salmonella bongori,28,685,18,NA,NA,817,NA
Escherichia coli,27451,29221,24326,16108,22121,16986,21564
Escherichia sp. E4742,27,NA,18,NA,NA,NA,NA
Escherichia albertii,34,50,21,18,13,NA,17
Escherichia fergusonii,25,22,23,94,17,22,NA
Escherichia marmotae,16,NA,NA,NA,NA,NA,NA
Shigella flexneri,2593,2206,930,1212,998,1750,421
Shigella dysenteriae,199,101,114,138,NA,NA,NA
Shigella boydii,199,NA,NA,NA,NA,NA,NA
Klebsiella pneumoniae,59,NA,NA,NA,NA,NA,NA
Pseudomonas aeruginosa,17545,15793,12097,11453,20290,17238,21739
Pseudomonas sp. CIP-10,435,71,323,337,182,146,234
Burkholderia multivorans,18,11,14,11,14,NA,NA
Homo sapiens,32,30,33,20,NA,36,45
