species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Bacillus spizizenii,20906,14825,17431,10903,16397,14179,15643
Bacillus halotolerans,39,31,14,6,11,23,NA
Bacillus subtilis,1187,1390,318,224,324,579,367
Bacillus inaquosorum,50,32,26,13,32,30,24
Bacillus vallismortis,32,20,29,5,18,26,25
Bacillus stercoris,122,73,103,18,71,99,104
Bacillus atrophaeus,5,2,9,8,3,3,6
Bacillus tequilensis,4,6,9,6,2,1,5
Bacillus sp. FSL R5-0560,8,NA,8,NA,NA,9,NA
Bacillus sp. FSL R5-0523,11,NA,NA,NA,9,NA,NA
Bacillus sp. THAF10,1,NA,2,1,1,1,3
Bacillus sp. MD-5,15,NA,NA,NA,12,NA,NA
Bacillus cereus,17,NA,15,NA,NA,47,23
Bacillus cabrialesii,24,9,13,5,6,7,14
Bacillus rugosus,16,11,21,5,7,13,18
Bacillus glycinifermentans,3,NA,NA,NA,NA,NA,NA
Cytobacillus gottheilii,2,1,1,NA,1,1,NA
Halobacillus sp. SY10,1,NA,NA,NA,NA,NA,NA
Halobacillus amylolyticus,1,NA,NA,NA,NA,NA,NA
Staphylococcus aureus,12077,8266,11325,9823,16200,15634,15881
Staphylococcus agnetis,8,4,6,2,11,16,7
Staphylococcus argenteus,10,6,4,11,10,10,7
Staphylococcus epidermidis,2,2,2,1,1,4,NA
Staphylococcus simiae,1,NA,NA,NA,1,2,NA
Staphylococcus chromogenes,1,NA,NA,1,NA,NA,NA
Staphylococcus schweitzeri,1,1,1,5,4,8,11
Staphylococcus arlettae,1,NA,NA,NA,NA,1,2
Staphylococcus massiliensis,1,NA,NA,NA,NA,NA,NA
Staphylococcus kloosii,1,NA,NA,NA,NA,NA,NA
Staphylococcus gallinarum,1,NA,NA,NA,NA,NA,NA
Listeria monocytogenes,11073,7178,10291,10237,16551,15014,15487
Listeria innocua,113,170,68,51,15,72,59
Listeria welshimeri,26,23,8,9,7,8,14
Listeria swaminathanii,28,43,22,11,6,3,8
Listeria seeligeri,12,297,NA,NA,6,4,2
Listeria ivanovii,8,NA,1,2,3,NA,NA
Paenibacillus sp. FSL W8-0194,3,6,3,2,1,NA,4
Paenibacillus sp. FSL R7-0331,1,NA,NA,NA,NA,NA,NA
Paenibacillus polymyxa,1,NA,NA,NA,NA,NA,NA
Paenisporosarcina sp. FSL H8-0542,1,1,NA,1,NA,1,1
Enterococcus faecalis,16759,11879,15813,12336,15843,15254,15730
Enterococcus sp. DIV0849a,1,NA,NA,1,NA,2,1
Enterococcus sp. 9E7_DIV0242,1,NA,NA,NA,NA,NA,NA
Enterococcus sp. 12C11_DIV0727,1,NA,NA,NA,NA,NA,NA
Enterococcus raffinosus,1,1,2,3,1,2,2
Enterococcus faecium,2,NA,2,NA,NA,NA,NA
Vagococcus lutrae,2,1,NA,NA,NA,1,NA
Limosilactobacillus fermentum,8237,5332,6685,7999,11522,10082,11597
Limosilactobacillus mucosae,1,NA,NA,NA,4,NA,NA
Limosilactobacillus vaginalis,1,NA,NA,NA,NA,NA,NA
Lactiplantibacillus plantarum,3,NA,2,1,1,2,3
Pediococcus pentosaceus,1,NA,NA,NA,NA,NA,NA
Ligilactobacillus murinus,1,NA,NA,NA,NA,NA,NA
Nicoliella spurrieriana,1,NA,NA,NA,NA,NA,NA
Carnobacterium viridans,2,NA,1,NA,1,2,NA
Clostridioides difficile,8,NA,NA,NA,NA,NA,NA
Paludicola sp. MB14-C6,1,NA,NA,NA,NA,NA,NA
Aedoeadaptatus ivorii,1,NA,NA,NA,NA,NA,NA
Actinomyces oris,4,6,6,2,2,1,3
Oryzobacter terrae,1,NA,NA,NA,NA,NA,NA
Arthrobacter agilis,1,NA,NA,NA,NA,NA,NA
Corynebacterium guangdongense,1,NA,NA,NA,NA,NA,NA
Mycobacterium senriense,1,NA,NA,NA,NA,NA,NA
Streptomyces rochei,1,NA,NA,NA,NA,NA,NA
Bifidobacterium sp. ESL0790,1,1,3,1,NA,1,3
Aquihabitans sp. G128,1,NA,NA,NA,NA,NA,NA
Salmonella enterica,29560,20957,23659,15112,20887,18383,21484
Salmonella sp. SSDFZ54,193,NA,NA,NA,NA,NA,NA
Salmonella bongori,11,4,11,1,2,5,3
Escherichia coli,16649,14447,10862,9377,10126,8346,9788
Escherichia albertii,10,7,9,11,11,3,5
Escherichia sp. E4742,6,7,6,NA,7,3,7
Escherichia marmotae,7,3,1,1,1,7,3
Escherichia fergusonii,7,5,7,163,6,4,7
Shigella dysenteriae,96,33,26,39,19,42,NA
Shigella flexneri,537,254,638,147,219,81,87
Shigella boydii,69,73,NA,126,125,139,49
Klebsiella michiganensis,5,5,NA,NA,NA,NA,3
Klebsiella pneumoniae,20,47,28,NA,NA,46,NA
Klebsiella aerogenes,1,NA,NA,NA,NA,1,NA
Citrobacter portucalensis,5,4,2,NA,NA,NA,NA
Citrobacter freundii,9,NA,NA,8,10,NA,8
Citrobacter sp. R56,2,NA,NA,1,NA,NA,NA
Enterobacter cloacae complex sp. Mu1197,3,NA,NA,NA,NA,NA,NA
Enterobacter kobei,3,NA,NA,NA,NA,NA,NA
Enterobacter asburiae,3,NA,2,5,NA,NA,4
Enterobacter cloacae,1,1,NA,NA,1,1,NA
Enterobacter mori,2,NA,NA,NA,NA,NA,NA
Kluyvera ascorbata,4,NA,NA,NA,NA,NA,NA
Kluyvera sichuanensis,1,NA,1,NA,NA,1,NA
Kluyvera intermedia,1,NA,NA,NA,NA,NA,1
Kluyvera cryocrescens,1,NA,NA,NA,NA,NA,NA
Yokenella regensburgei,2,NA,NA,NA,1,NA,1
Trabulsiella odontotermitis,1,NA,NA,NA,1,NA,NA
Siccibacter colletis,1,NA,NA,NA,NA,NA,NA
Scandinavium goeteborgense,1,1,NA,NA,NA,NA,NA
Cedecea neteri,1,NA,1,NA,NA,3,NA
Mangrovibacter phragmitis,1,NA,NA,NA,NA,NA,NA
secondary endosymbiont of Trabutina mannipara,1,NA,NA,NA,NA,NA,NA
Serratia aquatilis,1,NA,NA,NA,NA,NA,NA
Serratia marcescens,2,NA,NA,NA,NA,NA,NA
Rahnella aquatilis,3,NA,NA,NA,NA,NA,NA
Ewingella americana,1,NA,NA,NA,NA,NA,NA
Erwinia sorbitola,1,NA,NA,NA,NA,NA,NA
Erwinia pyrifoliae,1,NA,NA,NA,2,NA,NA
Erwinia rhapontici,1,NA,NA,NA,NA,NA,NA
Dickeya dadantii,1,NA,NA,NA,NA,NA,NA
Pectobacterium atrosepticum,1,NA,NA,NA,NA,NA,NA
Photorhabdus laumondii,1,NA,NA,NA,NA,NA,NA
Pseudomonas aeruginosa,10825,9280,6642,6737,11266,9280,11779
Pseudomonas citronellolis,2,NA,NA,NA,NA,NA,NA
Pseudomonas sp. PLMAX,1,NA,NA,NA,NA,NA,NA
Pseudomonas sp. NY8938,16,NA,NA,NA,NA,NA,NA
Pseudomonas sp. GCEP-101,1,NA,NA,NA,NA,1,NA
Pseudomonas sp. 7SR1,1,NA,NA,NA,NA,NA,NA
Pseudomonas sp. MH9.3,2,NA,NA,NA,NA,NA,NA
Pseudomonas sp. RC10,1,NA,NA,NA,NA,NA,NA
Pseudomonas sp. Marseille-Q3773,1,NA,NA,NA,NA,NA,NA
Pseudomonas fluorescens,2,NA,NA,NA,2,2,NA
Pseudomonas cremoricolorata,1,NA,NA,NA,NA,NA,1
Pseudomonas grandcourensis,1,NA,NA,NA,NA,NA,NA
Pseudomonas denitrificans (nom. rej.),1,NA,NA,NA,NA,NA,NA
Neptuniibacter halophilus,50,100,25,57,65,69,86
Hahella chejuensis,1,NA,NA,NA,NA,NA,NA
Vibrio cholerae,2,NA,NA,NA,NA,NA,NA
Paraphotobacterium marinum,1,NA,NA,NA,NA,NA,NA
Alteromonas macleodii,1,NA,NA,NA,NA,NA,NA
Pseudoalteromonas phenolica,1,NA,NA,NA,NA,NA,NA
Lysobacter sp. K5869,1,NA,NA,NA,NA,NA,NA
Dyella telluris,1,NA,NA,NA,NA,NA,NA
Cellvibrio sp. PSBB023,1,NA,NA,NA,NA,NA,NA
Acidovorax sp. SDU_ACID1,1,NA,NA,NA,NA,NA,NA
Variovorax sp. PAMC28562,1,NA,NA,NA,NA,NA,NA
Paraburkholderia sprentiae,1,NA,NA,NA,NA,NA,1
Tistrella bauzanensis,1,NA,NA,NA,NA,NA,NA
Altererythrobacter sp. BO-6,1,NA,NA,NA,NA,NA,NA
Paracoccus saliphilus,1,NA,NA,NA,NA,NA,NA
Lichenicola cladoniae,1,NA,NA,NA,NA,NA,NA
Halarcobacter ebronensis,2,NA,NA,1,1,1,1
Borreliella sinica,1,NA,NA,NA,NA,NA,NA
Sphaerochaeta associata,1,NA,NA,NA,NA,NA,NA
Flavobacterium sp. M31R6,1,NA,NA,NA,NA,NA,NA
Bdellovibrio bacteriovorus,1,2,NA,NA,1,1,1
Cryptococcus neoformans,3573,2134,3249,2435,1956,1695,1948
Cryptococcus tetragattii,13,6,16,6,4,8,2
Cryptococcus decagattii,2,NA,2,2,2,NA,NA
Cryptococcus deuterogattii,1,NA,NA,NA,NA,NA,NA
Kwoniella shandongensis,1,NA,NA,NA,NA,NA,NA
Kwoniella newhampshirensis,1,NA,NA,NA,NA,NA,NA
Saccharomyces cerevisiae,2533,2272,2272,1637,2028,1876,2002
Saccharomyces paradoxus,22,10,18,11,19,10,10
Saccharomyces mikatae,2,4,NA,1,2,2,4
Saccharomyces kudriavzevii,1,NA,1,NA,2,2,NA
Naumovozyma dairenensis,1,NA,NA,NA,NA,NA,NA
Fusarium verticillioides,1,NA,NA,NA,NA,NA,NA
Ustilaginoidea virens,1,NA,NA,NA,NA,NA,NA
Rhizophagus irregularis,3,NA,3,NA,1,1,2
Homo sapiens,17,16,17,15,32,29,34
Juglans regia,9,20,7,7,15,7,6
Quercus robur,1,NA,NA,NA,NA,NA,1
Glycine max,2,NA,2,NA,4,NA,NA
Vigna unguiculata,1,NA,1,1,NA,NA,NA
Vigna angularis,1,NA,1,2,2,NA,NA
Cajanus cajan,1,NA,NA,1,NA,NA,1
Pisum sativum,1,3,1,3,3,3,NA
Vicia villosa,1,3,NA,NA,1,3,NA
Medicago truncatula,1,NA,3,NA,NA,1,NA
Euphorbia lathyris,3,2,2,1,NA,1,2
Mercurialis annua,1,NA,1,NA,NA,NA,2
Brassica napus,3,NA,1,NA,NA,NA,NA
Gossypium raimondii,1,NA,NA,NA,NA,NA,NA
Actinidia eriantha,8,NA,NA,4,NA,1,NA
Impatiens glandulifera,2,2,1,3,2,1,2
Diospyros lotus,1,NA,2,NA,NA,NA,2
Solanum dulcamara,2,NA,6,NA,NA,1,1
Solanum stenotomum,1,NA,1,NA,1,NA,NA
Lycium ferocissimum,1,NA,NA,NA,NA,1,NA
Nicotiana attenuata,1,1,3,1,1,NA,1
Nicotiana tomentosiformis,1,NA,1,1,1,NA,2
Nicotiana sylvestris,1,2,1,2,NA,2,1
Salvia miltiorrhiza,3,NA,NA,NA,NA,1,NA
Malania oleifera,1,NA,NA,1,1,2,2
Beta vulgaris,1,NA,NA,NA,NA,NA,NA
Zea mays,3,NA,5,1,1,5,1
Setaria italica,1,NA,NA,NA,NA,NA,NA
Panicum virgatum,1,NA,NA,NA,NA,NA,NA
Phragmites australis,2,NA,NA,NA,1,NA,1
Lolium perenne,1,NA,NA,NA,NA,NA,NA
Hordeum vulgare,1,NA,NA,2,NA,NA,NA
Musa acuminata,1,NA,NA,NA,NA,NA,NA
Zingiber officinale,1,2,3,2,4,5,1
Magnolia sinica,2,NA,1,NA,2,2,NA
Papaver somniferum,2,1,1,2,3,NA,1
Telopea speciosissima,1,NA,1,NA,1,NA,NA
Cryptomeria japonica,3,2,6,NA,2,3,20
Chlamydomonas reinhardtii,1,NA,NA,NA,NA,NA,NA
Toxoplasma gondii,1,NA,NA,NA,NA,NA,NA
