species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Bacillus spizizenii,40962,36435,36099,29700,34246,33277,36535
Bacillus velezensis,264,214,98,149,191,NA,256
Bacillus subtilis,5997,6737,8605,5172,4914,5730,6096
Bacillus inaquosorum,152,164,142,93,121,99,129
Bacillus vallismortis,136,148,157,71,108,105,115
Bacillus halotolerans,76,76,54,62,41,65,74
Bacillus stercoris,150,108,139,123,112,135,138
Bacillus atrophaeus,32,29,28,23,21,33,27
Bacillus tequilensis,45,35,57,47,42,32,58
Bacillus rugosus,61,63,58,35,35,51,48
Bacillus cabrialesii,41,32,33,17,28,35,34
Staphylococcus aureus,27923,21009,27297,26669,39288,41562,42060
Staphylococcus argenteus,18,19,29,29,30,36,21
Staphylococcus schweitzeri,15,13,20,NA,22,35,26
Staphylococcus saprophyticus,13,NA,15,NA,26,27,16
Listeria monocytogenes,24314,20898,25412,27852,37677,38619,40774
Listeria innocua,157,110,170,152,210,216,204
Listeria welshimeri,52,32,51,28,66,52,49
Listeria swaminathanii,47,35,70,67,84,65,59
Listeria seeligeri,26,17,27,23,37,42,24
Listeria ivanovii,21,17,23,28,49,44,43
Paenibacillus sp. FSL W8-0194,13,13,NA,NA,NA,NA,11
Enterococcus faecalis,35303,30550,38974,33388,37222,38044,40421
Limosilactobacillus fermentum,17731,14691,17174,21309,29152,27413,32680
Salmonella enterica,52309,50253,47168,34749,43916,41909,44160
Salmonella bongori,46,175,39,23,115,153,19
Salmonella sp. WGH-01,43,30,46,NA,22,22,31
Escherichia coli,35344,42446,30841,23083,25328,21217,27962
Escherichia albertii,74,51,55,37,47,30,29
Escherichia fergusonii,47,29,36,31,26,22,33
Escherichia sp. E4742,35,22,26,NA,NA,NA,13
Escherichia marmotae,37,21,23,23,15,11,21
Shigella flexneri,978,412,370,421,421,1646,278
Shigella dysenteriae,147,121,149,115,74,74,120
Shigella boydii,268,195,188,NA,221,146,214
Shigella sonnei,85,NA,NA,NA,NA,96,NA
Klebsiella pneumoniae,140,112,105,175,94,70,172
Klebsiella aerogenes,11,NA,NA,NA,NA,NA,NA
Pseudomonas aeruginosa,25085,22734,17798,16884,28969,25092,36149
uncultured bacterium,48,54,39,57,65,46,58
Cryptococcus neoformans,8057,6182,9014,6677,5250,4786,5558
Saccharomyces cerevisiae,7353,8520,8252,7088,6621,7394,6339
Saccharomyces paradoxus,76,62,78,42,61,58,56
Lactuca sativa,33,NA,NA,NA,NA,NA,NA
