Sample	BP	Sh	F	Si	ISi
D1RP_S9	0.7146853146853147	0.9078034759059642	0.6191425599734309	0.4513224012474687	1.8225639287508575
D1SG_S1	0.3861924686192469	1.5950490113331603	1.2276251537388445	0.7313416215785601	3.722199195408366
D2RP_S10	0.7917057169634489	0.7006625929526058	0.5081058901968497	0.35327976224142144	1.54626365716624
D2SG_S2	0.7575265909500631	0.8295163763929215	0.7266258381333586	0.39975173594614166	1.665977329524227
L1RP_S13	0.45071982281284606	1.582632681598827	0.9236254553472765	0.7286686729062559	3.6855309363319595
L1SG_S5	0.6825396825396826	0.6249402748692627	0.2854174162308859	0.4347386512991609	1.769093185476659
L2RP_S14	0.6808222452394231	0.6584288941607805	0.2405415073343562	0.43874761569094745	1.7817296245985335
L2SG_S6	0.962970890410959	0.1583847408598288	0.19870177718255053	0.07133117706747849	1.076810134362249
S1RP_S11	1.0	-0.0	0.1722728658637691	0.0	1.0
S1SG_S3	0.8429561200923787	0.43473528456234056	0.27113062390988835	0.265375074843897	1.3612388659253654
S2RP_S12	0.7912474646392735	0.7990679268012918	1.0768283674376662	0.35715142749189066	1.5555762939605584
S2SG_S4	0.2683150183150183	1.7004386780777991	0.8361861678725654	0.80363480088503	5.09255206374175
