species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Bacillus spizizenii,39249,33240,33307,27477,31587,30923,34317
Bacillus velezensis,180,195,121,153,249,88,348
Bacillus amyloliquefaciens,25,NA,15,17,85,36,151
Bacillus siamensis,3,NA,NA,NA,2,4,NA
Bacillus subtilis,3758,3386,5654,1826,985,2922,2001
Bacillus inaquosorum,127,156,141,101,111,101,115
Bacillus halotolerans,61,53,44,40,40,60,68
Bacillus mojavensis,19,25,14,11,13,35,19
Bacillus vallismortis,127,155,153,52,114,106,104
Bacillus tequilensis,34,27,37,33,28,25,38
Bacillus atrophaeus,28,25,23,19,26,25,26
Bacillus stercoris,20,30,11,9,13,23,26
Bacillus paralicheniformis,7,5,2,6,1643,NA,3
Bacillus sp. PPSBB_11,35,83,9,51,140,35,98
Bacillus sp. PS196,32,12,NA,NA,NA,16,NA
Bacillus sp. FSL R5-0523,9,3,8,NA,6,13,NA
Bacillus sp. T3,2,NA,1,NA,1,2,NA
Bacillus sp. FSL M8-0071,11,27,NA,NA,11,17,NA
Bacillus sp. SG20032,15,17,11,NA,NA,23,NA
Bacillus sp. FSL K6-1012,5,6,NA,7,5,NA,NA
Bacillus sp. OxB-1,1,NA,NA,NA,1,NA,NA
Bacillus sp. JS,4,9,9,NA,4,17,20
Bacillus sp. SCS-153A,1,NA,NA,NA,NA,NA,NA
Bacillus sp. MD-5,4,4,6,NA,4,NA,4
Bacillus sp. NEB1478,1,NA,NA,NA,NA,NA,NA
Bacillus sp. MBGLi79,4,10,21,6,4,12,11
Bacillus sp. DX3.1,1,NA,NA,NA,NA,1,NA
Bacillus sp. HNA3,187,NA,142,NA,NA,NA,801
Bacillus sp. FSL R5-0560,2,3,2,3,NA,3,NA
Bacillus sp. FSL K6-1003,3,NA,NA,NA,NA,4,3
Bacillus cereus,115,207,142,122,223,119,234
Bacillus thuringiensis,5,6,1,338,5,3,NA
Bacillus albus,6,NA,NA,NA,NA,NA,NA
Bacillus mycoides,1,8,2,3,3,3,1
Bacillus rugosus,55,51,53,34,33,52,43
Bacillus cabrialesii,33,26,28,13,27,27,28
Bacillus pumilus,5,3,2,1,4,NA,6
Bacillus swezeyi,2,2,NA,2,1,3,1
Bacillus fonticola,2,NA,NA,1,2,NA,NA
Bacillus safensis,3,8,6,NA,NA,NA,NA
Bacillus gobiensis,1,NA,1,NA,1,1,2
Heyndrickxia coagulans,2,NA,NA,1,1,NA,NA
Priestia koreensis,1,NA,NA,NA,NA,NA,NA
Priestia megaterium,1,NA,NA,2,1,1,5
Rossellomorea sp. FM04394,1,NA,1,NA,NA,1,1
Rossellomorea marisflavi,1,NA,1,NA,NA,NA,NA
Peribacillus frigoritolerans,1,NA,1,NA,NA,NA,NA
Niallia sp. RD1,1,1,1,NA,NA,NA,NA
Ornithinibacillus sp. FSL M8-0202,1,NA,NA,NA,NA,NA,NA
Halalkalibacter krulwichiae,1,NA,NA,NA,NA,NA,1
Cytobacillus kochii,1,NA,NA,NA,NA,NA,NA
Neobacillus sp. DY30,1,NA,NA,1,1,NA,NA
Staphylococcus aureus,23219,10201,23650,22715,33544,34044,34824
Staphylococcus sp. MZ8,209,44,261,230,497,92,604
Staphylococcus sp. MZ9,300,192,376,NA,864,1202,437
Staphylococcus argenteus,39,22,41,41,51,61,33
Staphylococcus schweitzeri,20,14,26,17,31,36,37
Staphylococcus epidermidis,11,7,9,8,19,14,7
Staphylococcus simiae,11,9,15,8,16,16,13
Staphylococcus lugdunensis,7,3,1,3,8,4,8
Staphylococcus hominis,7,5,2,2,6,6,10
Staphylococcus warneri,6,3,3,1,2,7,3
Staphylococcus arlettae,5,3,1,1,4,3,4
Staphylococcus saccharolyticus,5,5,3,3,5,4,NA
Staphylococcus simulans,4,5,3,2,5,5,7
Staphylococcus haemolyticus,3,4,3,4,6,4,5
Staphylococcus capitis,3,5,8,5,10,9,1
Staphylococcus saprophyticus,5,NA,6,2,14,18,11
Staphylococcus caprae,3,3,3,1,4,5,NA
Staphylococcus agnetis,3,4,1,3,4,2,4
Staphylococcus piscifermentans,3,3,1,1,NA,3,2
Staphylococcus edaphicus,2,NA,NA,1,1,1,NA
Staphylococcus devriesei,2,2,2,3,2,4,2
Staphylococcus pasteuri,2,4,4,2,6,19,6
Staphylococcus lloydii,2,NA,1,1,NA,NA,2
Staphylococcus ratti,2,1,1,1,NA,NA,1
Staphylococcus cohnii,1,NA,NA,3,3,NA,NA
