species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Bacillus spizizenii,20945,14883,17489,12922,16491,14324,15765
Bacillus halotolerans,39,NA,NA,NA,NA,NA,NA
Bacillus subtilis,1192,1402,320,331,328,591,373
Bacillus inaquosorum,50,32,26,15,32,30,24
Bacillus vallismortis,32,20,29,NA,18,27,25
Bacillus stercoris,122,74,103,NA,71,101,106
Bacillus atrophaeus,5,NA,9,8,NA,NA,6
Bacillus cabrialesii,25,9,13,NA,NA,NA,14
Bacillus rugosus,16,11,21,NA,NA,13,18
Staphylococcus aureus,12083,8275,11334,9853,16209,15651,15888
Staphylococcus agnetis,8,NA,6,NA,11,16,7
Staphylococcus argenteus,10,NA,NA,11,10,10,7
Listeria monocytogenes,11115,7523,10297,10259,16556,15024,15495
Listeria innocua,113,178,68,51,15,72,59
Listeria welshimeri,26,NA,NA,NA,7,NA,14
Enterococcus faecalis,16765,11882,15831,12354,15846,15261,15733
Limosilactobacillus fermentum,8239,5332,6686,8005,11524,10084,11599
Salmonella enterica,29745,21094,24016,15252,21064,18668,21584
Salmonella bongori,11,NA,11,NA,NA,NA,NA
Escherichia coli,16756,14708,11216,9596,10331,8636,9879
Escherichia albertii,10,7,9,11,11,NA,NA
Escherichia marmotae,7,NA,NA,NA,NA,NA,NA
Shigella dysenteriae,97,NA,NA,NA,NA,NA,NA
Shigella flexneri,540,NA,NA,NA,NA,NA,NA
Pseudomonas aeruginosa,10852,9289,6655,6750,11345,9301,11793
Neptuniibacter halophilus,50,100,25,57,65,69,86
Cryptococcus neoformans,3573,2134,3250,2436,1956,1695,1949
Cryptococcus tetragattii,14,NA,16,NA,NA,NA,NA
Saccharomyces cerevisiae,2534,2272,2272,1637,2028,1876,2002
Saccharomyces paradoxus,22,10,18,11,19,10,10
Homo sapiens,17,16,17,15,32,29,34
Juglans regia,10,25,8,8,22,8,9
Actinidia eriantha,8,NA,NA,NA,NA,NA,NA
