species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Bacillus spizizenii,39480,34126,33545,28311,33814,31402,35259
Bacillus velezensis,191,243,134,NA,437,NA,422
Bacillus subtilis,3977,4278,6266,2214,1719,3286,2402
Bacillus inaquosorum,128,159,142,103,117,102,117
Bacillus vallismortis,127,156,154,52,117,106,105
Bacillus halotolerans,63,62,47,45,58,65,77
Bacillus tequilensis,34,27,37,33,29,25,39
Bacillus atrophaeus,28,25,23,19,26,25,26
Bacillus rugosus,55,53,54,35,36,54,45
Bacillus cabrialesii,33,27,28,14,29,28,29
Staphylococcus aureus,23720,18915,24328,22961,34919,35355,36463
Staphylococcus argenteus,39,23,41,41,51,61,33
Staphylococcus schweitzeri,20,15,26,17,32,36,37
Staphylococcus epidermidis,11,NA,NA,NA,19,14,NA
Staphylococcus simiae,11,NA,15,NA,16,16,13
Listeria monocytogenes,22514,18664,23328,25029,35269,35074,36468
Listeria innocua,321,134,236,298,289,423,413
Listeria welshimeri,55,31,49,28,57,54,57
Listeria swaminathanii,55,33,72,73,79,73,68
Listeria seeligeri,34,19,31,18,40,37,27
Listeria ivanovii,23,21,99,26,118,87,185
Paenibacillus sp. FSL W8-0194,11,12,NA,NA,NA,NA,NA
Enterococcus faecalis,32981,27562,33878,29063,34020,34534,36088
Limosilactobacillus fermentum,16136,12783,15059,18176,25971,23821,28168
Actinomyces oris,26,28,27,14,26,16,17
Salmonella enterica,51380,48282,40906,31951,39606,38158,43765
Salmonella bongori,69,206,47,22,130,364,22
Escherichia coli,37516,36636,36424,24013,29379,23175,29759
Escherichia albertii,90,60,64,46,49,40,38
Escherichia marmotae,57,30,31,27,19,16,29
Escherichia sp. E4742,42,28,36,12,16,NA,21
Escherichia fergusonii,77,40,42,32,36,36,32
Shigella flexneri,2199,1807,861,1280,623,2525,781
Shigella dysenteriae,202,220,126,158,102,123,144
Shigella boydii,295,275,136,123,273,175,268
Klebsiella pneumoniae,101,63,49,81,37,44,62
Pseudomonas aeruginosa,20851,20358,15668,14562,25582,22696,28540
Pseudomonas sp. CIP-10,580,350,415,448,337,244,320
Burkholderia multivorans,31,25,21,18,23,15,14
Homo sapiens,42,29,38,20,47,59,47
