species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Bacillus spizizenii,41455,36450,36242,30706,36610,35162,38286
Bacillus subtilis,4893,6291,7304,3603,2087,3297,3784
Bacillus inaquosorum,158,193,158,122,135,111,145
Bacillus vallismortis,158,179,159,63,120,104,132
Bacillus halotolerans,79,68,57,NA,NA,65,90
Bacillus tequilensis,37,29,44,35,32,26,42
Bacillus atrophaeus,31,27,28,22,27,33,29
Bacillus rugosus,62,63,62,45,40,56,54
Bacillus cabrialesii,41,31,34,NA,33,34,40
Staphylococcus aureus,24833,20461,26050,25480,37243,38245,39682
Staphylococcus argenteus,40,25,43,41,51,63,34
Listeria monocytogenes,24148,20361,25432,27860,37608,38257,40605
Listeria innocua,278,168,237,336,377,498,348
Listeria welshimeri,57,36,53,30,65,58,53
Listeria swaminathanii,52,40,74,74,93,83,67
Listeria seeligeri,32,NA,30,22,44,40,26
Listeria ivanovii,25,22,80,28,148,98,143
Enterococcus faecalis,34953,30274,36713,32525,36637,37656,39591
Limosilactobacillus fermentum,17230,14257,16573,20363,28148,26519,31423
Salmonella enterica,52228,54566,47791,35830,43277,41609,48536
Salmonella bongori,69,206,51,23,143,378,22
Escherichia coli,43430,40375,36772,27002,32278,27602,33578
Escherichia albertii,92,63,63,48,52,41,40
Escherichia marmotae,57,30,33,28,NA,NA,30
Escherichia sp. E4742,44,32,38,NA,NA,NA,NA
Escherichia fergusonii,81,42,53,34,38,36,37
Shigella flexneri,1776,1892,1499,1264,NA,2224,890
Shigella dysenteriae,184,235,207,200,NA,NA,164
Shigella boydii,282,264,NA,NA,322,NA,NA
Klebsiella pneumoniae,101,81,83,NA,NA,NA,NA
Pseudomonas aeruginosa,22826,23121,17782,16729,28288,25653,32362
Cryptococcus neoformans,7937,6073,8803,6575,5183,4751,5496
Cryptococcus tetragattii,42,36,54,NA,NA,NA,NA
Saccharomyces cerevisiae,5802,6562,5830,4847,5352,5259,5753
Saccharomyces paradoxus,29,46,55,30,39,36,49
Homo sapiens,56,43,66,47,67,74,76
Juglans regia,38,48,NA,NA,45,NA,NA
