species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Bacillus spizizenii,17401,12640,14159,10180,13297,11585,12547
Bacillus subtilis,953,NA,NA,NA,NA,NA,NA
Staphylococcus aureus,10121,6492,9123,7617,13143,12311,12428
Listeria monocytogenes,9270,5972,8329,7818,13261,11812,12144
Enterococcus faecalis,13871,9261,12647,9492,12713,12038,12286
Limosilactobacillus fermentum,6767,3964,5218,6184,8961,7668,8753
Salmonella enterica,24327,16581,19630,11946,16970,13614,16480
Escherichia coli,14362,10428,7806,7351,7638,6906,7347
Pseudomonas aeruginosa,8976,7161,5097,5294,8767,6997,8930
Cryptococcus neoformans,2913,1642,2515,1833,1529,1282,1479
Saccharomyces cerevisiae,2110,1727,1781,1255,1628,1399,1507
