Sample	BP	Sh	F	Si	ISi
D1RP_S9	0.6915773641661966	1.1103994494212828	1.7179764942015971	0.48705233709879403	1.9495166316657935
D1SG_S1	0.3432889528607413	1.9727981221294673	2.3653438886791402	0.7851464869627405	4.654333949971679
D2RP_S10	0.7915858635561087	0.7132917410858464	0.6952418853876198	0.35400823272975446	1.5480073441580842
D2SG_S2	0.745478374836173	0.9252639342946082	1.200525565184461	0.4191166695603138	1.7215160904050615
L1RP_S13	0.39413875598086123	1.5665272853079506	1.2501250850125045	0.7199790115078786	3.5711608811356497
L1SG_S5	0.4865771812080537	1.4752139633512185	0.9278298139202167	0.7032147087022729	3.369439218592631
L2RP_S14	0.6371710244320617	0.6933515293889296	0.24208680434688704	0.4680344780460324	1.8798210762360885
L2SG_S6	0.9465632406808877	0.23349227506918205	0.31228564859196734	0.10201799552712332	1.113608062320813
S1RP_S11	0.5925925925925926	0.6759010305740114	0.3710222357615279	0.48888888888888893	1.956521739130435
S1SG_S3	0.8330058939096268	0.4510878165111769	0.2644417733176164	0.2787618148910168	1.3865045149389785
S2RP_S12	0.814588323453453	0.7288958787357294	0.8812024579135808	0.32473859984609266	1.480907985814201
S2SG_S4	0.2501878287002254	1.9052622339530239	1.2979799422468155	0.8240160883049095	5.682337608977568
