species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Bacillus spizizenii,21945,14966,17213,11885,16304,13960,15010
Bacillus inaquosorum,74,NA,NA,NA,NA,NA,NA
Bacillus subtilis,901,NA,NA,NA,NA,NA,NA
Staphylococcus aureus,12480,7615,11162,8636,16301,14845,14719
Listeria monocytogenes,11975,7281,10418,9435,16503,14616,14880
Enterococcus faecalis,17322,11169,15285,10992,15628,14294,14489
Limosilactobacillus fermentum,8610,4603,6258,7191,11044,8987,10402
Salmonella enterica,29406,17357,19520,13900,17469,15544,16624
Escherichia coli,19084,15275,13138,9069,12556,9230,11595
Pseudomonas aeruginosa,11429,7427,6306,6425,10734,8249,10490
