species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Cryptococcus neoformans,7971,6088,8995,6574,5151,4750,5467
Cryptococcus gattii VGI,70,38,46,39,32,29,33
Cryptococcus gattii VGII,35,29,58,17,15,13,16
Cryptococcus gattii VGIV,6,NA,NA,NA,NA,NA,5
Kwoniella bestiolae,5,NA,NA,5,NA,5,NA
Melampsora laricis-populina,5,NA,6,NA,8,NA,6
Saccharomyces cerevisiae,5674,6339,5748,4674,5129,5063,5477
Clavispora lusitaniae,15,6,6,5,11,NA,6
Candida tropicalis,6,6,NA,5,5,6,6
Coccidioides posadasii,19,11,14,10,13,11,8
Coccidioides immitis,19,14,NA,NA,11,11,11
Amauroascus niger,10,NA,NA,NA,NA,NA,NA
Byssoonygena ceratinophila,6,9,6,14,8,9,10
Histoplasma capsulatum,5,7,6,NA,13,6,5
Fonsecaea pedrosoi,9,NA,NA,NA,NA,NA,5
Neurospora crassa,26,14,8,13,6,7,10
Sporothrix brasiliensis,9,NA,NA,NA,5,NA,NA
Lomentospora prolificans,7,10,8,6,NA,5,NA
Fusarium verticillioides,6,NA,NA,NA,NA,NA,NA
Sclerotinia sclerotiorum,9,11,NA,NA,NA,NA,NA
Botrytis cinerea,5,NA,NA,NA,NA,NA,NA
Cenococcum geophilum,10,9,6,6,5,7,8
Rhizophagus irregularis,29,12,30,23,28,18,25
Phycomyces blakesleeanus,11,NA,NA,NA,NA,NA,NA
Nosema ceranae,8,NA,NA,7,NA,5,NA
Enterocytozoon bieneusi,5,NA,NA,NA,NA,NA,NA
Edhazardia aedis,10,NA,11,NA,9,NA,9
Anncaliia algerae,6,5,8,NA,5,5,7
Allomyces macrogynus,6,NA,NA,NA,5,5,8
Eimeria necatrix,17,10,26,NA,12,16,8
Eimeria praecox,25,NA,15,NA,23,15,15
Toxoplasma gondii,17,NA,8,NA,13,12,15
Neospora caninum,13,14,10,NA,14,NA,6
Hammondia hammondi,11,NA,NA,NA,6,NA,NA
Cryptosporidium baileyi,7,8,NA,7,6,NA,9
Cryptosporidium meleagridis,7,NA,9,NA,10,NA,NA
Plasmodium malariae,6,6,NA,NA,NA,NA,NA
Plasmodium gallinaceum,5,NA,NA,NA,NA,NA,NA
Babesia microti,6,6,NA,NA,NA,NA,NA
Chromera velia,8,7,NA,8,12,NA,7
Aphanomyces invadans,19,9,16,13,19,10,11
Aphanomyces astaci,14,10,8,11,11,20,14
Saprolegnia diclina,6,NA,NA,NA,NA,NA,NA
Phytophthora capsici,11,7,8,6,9,6,8
Phytophthora palmivora,9,NA,5,5,8,8,9
Phytophthora cinnamomi,6,NA,NA,5,6,5,NA
Phytophthora infestans,5,7,5,9,7,7,6
Globisporangium ultimum,5,NA,NA,NA,6,9,NA
Pythium arrhenomanes,5,NA,NA,NA,NA,NA,NA
Albugo candida,7,NA,NA,NA,NA,NA,NA
Acanthamoeba healyi,14,12,9,13,7,13,6
Acanthamoeba palestinensis,25,21,10,13,6,NA,NA
Acanthamoeba lenticulata,7,NA,NA,NA,5,NA,5
Acanthamoeba culbertsoni,5,NA,5,NA,NA,NA,NA
Entamoeba invadens,13,5,NA,NA,6,14,12
Entamoeba moshkovskii,7,NA,9,NA,7,8,11
Entamoeba histolytica,6,14,NA,NA,14,NA,11
Trichomonas vaginalis,27,8,17,15,14,18,10
Monocercomonoides exilis,8,NA,12,NA,8,12,15
Naegleria fowleri,16,16,10,11,16,10,12
Trypanosoma congolense,5,5,5,NA,6,6,6
