species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Bacillus spizizenii,29443,24879,26414,19674,24636,22561,24714
Bacillus subtilis,1859,NA,NA,NA,NA,NA,NA
Bacillus inaquosorum,86,NA,NA,NA,NA,NA,NA
Staphylococcus aureus,16885,12321,16655,14800,23663,23143,23683
Listeria monocytogenes,16061,11834,15534,15657,23927,22651,23352
Enterococcus faecalis,23746,17925,23114,18682,23132,22935,23621
Limosilactobacillus fermentum,11744,8106,9931,12056,17241,15365,18025
Salmonella enterica,40939,30811,31887,23066,29650,28269,31270
Escherichia coli,25369,24668,19852,14349,16917,13539,16368
Pseudomonas aeruginosa,15207,12866,10156,9913,16835,14115,18089
Neptuniibacter halophilus,40,79,NA,45,48,52,72
Cryptococcus neoformans,5147,3264,4959,3649,3021,2615,2993
Saccharomyces cerevisiae,3639,3580,3463,2515,3044,2873,3103
