species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Bacillus spizizenii,2620,984,1446,960,1231,872,919
Bacillus inaquosorum,7,NA,1,NA,1,1,1
Bacillus subtilis,50,10,24,16,8,86,5
Bacillus stercoris,12,3,3,NA,NA,NA,4
Bacillus tequilensis,1,1,3,NA,NA,NA,1
Bacillus vallismortis,1,1,1,2,1,2,1
Bacillus atrophaeus,1,NA,NA,NA,NA,NA,NA
Bacillus sp. FSL K6-1012,5,NA,NA,NA,NA,NA,NA
Bacillus cabrialesii,1,NA,NA,NA,NA,NA,1
Bacillus rugosus,1,1,NA,1,NA,1,NA
Staphylococcus aureus,1533,547,1064,734,1421,1153,1092
Staphylococcus simiae,2,NA,NA,NA,1,NA,NA
Staphylococcus schweitzeri,1,NA,1,1,NA,NA,2
Staphylococcus capitis,1,NA,NA,NA,NA,1,NA
Staphylococcus croceilyticus,2,NA,NA,NA,NA,NA,NA
Listeria monocytogenes,1384,508,916,726,1374,1095,1159
Listeria innocua,8,17,7,17,6,8,1
Listeria welshimeri,1,NA,NA,NA,2,NA,2
Listeria seeligeri,1,NA,NA,NA,1,NA,NA
Paenibacillus polymyxa,1,NA,NA,NA,NA,NA,NA
Enterococcus faecalis,1961,763,1423,924,1369,1136,1067
Enterococcus sp. 9D6_DIV0238,1,NA,NA,NA,NA,NA,NA
Enterococcus sp. 12C11_DIV0727,1,NA,NA,NA,NA,NA,NA
Enterococcus rotai,1,NA,NA,NA,NA,NA,NA
Limosilactobacillus fermentum,1069,278,512,629,801,624,674
Lactiplantibacillus plantarum,1,NA,NA,NA,NA,NA,NA
Pediococcus pentosaceus,1,NA,NA,NA,NA,NA,NA
Actinomyces oris,6,1,2,NA,3,NA,NA
Salmonella enterica,4282,1134,1794,1312,1116,1003,1102
Salmonella bongori,2,NA,NA,1,NA,NA,NA
Escherichia coli,1489,766,676,618,965,558,585
Escherichia albertii,7,1,NA,1,NA,NA,NA
Escherichia fergusonii,4,NA,1,NA,NA,NA,NA
Escherichia sp. E4742,1,NA,2,NA,NA,NA,NA
Shigella flexneri,104,23,20,31,18,NA,NA
Shigella dysenteriae,28,6,5,16,NA,NA,NA
Enterobacter cloacae complex sp. Mu1197,1,NA,NA,NA,NA,NA,NA
Enterobacter asburiae,1,NA,NA,NA,NA,NA,NA
Enterobacter pseudoroggenkampii,1,NA,NA,NA,NA,NA,NA
Enterobacter mori,1,NA,NA,NA,NA,NA,NA
Klebsiella pneumoniae,5,3,NA,NA,NA,NA,4
Klebsiella aerogenes,1,NA,NA,NA,NA,NA,NA
Citrobacter werkmanii,2,NA,NA,NA,NA,NA,NA
Citrobacter sp. R56,1,NA,1,1,NA,NA,NA
Kluyvera ascorbata,1,NA,NA,NA,NA,NA,NA
Phytobacter ursingii,1,NA,NA,NA,NA,NA,NA
Yokenella regensburgei,1,NA,NA,NA,NA,NA,NA
secondary endosymbiont of Trabutina mannipara,1,NA,NA,NA,NA,NA,NA
Pseudomonas aeruginosa,1370,395,450,578,739,440,585
Pseudomonas sp. CIP-10,6,NA,NA,8,NA,NA,NA
Pseudomonas cremoricolorata,1,NA,NA,NA,NA,NA,NA
Burkholderia multivorans,3,NA,1,NA,1,NA,NA
