species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Bacillus spizizenii,37847,31938,27347,25525,30772,28789,32530
Bacillus subtilis,2532,2929,8927,2080,2511,2733,1883
Bacillus inaquosorum,118,116,93,NA,95,76,94
Bacillus vallismortis,86,NA,82,NA,NA,NA,NA
Staphylococcus aureus,21924,16887,22327,20580,31844,32094,32835
Listeria monocytogenes,20931,17009,20954,22079,32183,31389,32832
Listeria innocua,128,NA,217,321,138,422,312
Enterococcus faecalis,30689,24912,31127,26348,31167,31544,32782
Limosilactobacillus fermentum,15032,11477,13641,16488,23520,21409,25355
Salmonella enterica,52788,41963,41941,32403,38023,36930,41700
Escherichia coli,32681,36685,29339,20022,25988,21674,25991
Pseudomonas aeruginosa,19277,18268,13943,13539,23225,20398,25698
Pseudomonas sp. CIP-10,526,NA,408,NA,NA,NA,NA
Homo sapiens,56,45,53,NA,77,55,64
