species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Bacillus spizizenii,27199,19821,22395,14946,21164,18125,20295
Bacillus velezensis,64,NA,NA,30,116,NA,77
Bacillus siamensis,7,NA,NA,NA,NA,NA,NA
Bacillus amyloliquefaciens,16,NA,NA,NA,NA,35,527
Bacillus halotolerans,47,23,36,5,18,16,18
Bacillus subtilis,1228,1829,982,639,618,1529,629
Bacillus inaquosorum,68,43,56,39,61,36,51
Bacillus vallismortis,47,36,33,16,43,25,43
Bacillus stercoris,119,70,120,22,92,74,83
Bacillus atrophaeus,8,3,12,6,6,3,4
Bacillus tequilensis,8,7,11,4,1,1,4
Bacillus sp. FSL K6-1012,15,NA,NA,NA,NA,NA,NA
Bacillus sp. SG20032,45,NA,NA,NA,NA,NA,NA
Bacillus sp. FSL K6-1003,6,7,NA,NA,NA,6,7
Bacillus sp. FJAT-18017,1,NA,NA,NA,2,NA,NA
Bacillus sp. FSL R5-0523,8,NA,NA,NA,9,NA,NA
Bacillus sp. FSL R5-0560,6,NA,7,NA,NA,6,NA
Bacillus sp. Cs-700,1,NA,NA,NA,NA,NA,NA
Bacillus cereus,76,106,83,94,37,104,89
Bacillus rugosus,31,16,35,11,22,24,13
Bacillus cabrialesii,23,11,20,9,8,4,10
Bacillus glycinifermentans,2,NA,NA,NA,NA,NA,NA
Cytobacillus gottheilii,1,1,1,NA,NA,NA,NA
Gottfriedia acidiceleris,1,NA,NA,NA,NA,NA,NA
Priestia koreensis,1,NA,NA,NA,NA,NA,NA
Rossellomorea marisflavi,1,NA,2,NA,NA,NA,NA
Halobacillus amylolyticus,1,NA,NA,NA,NA,NA,NA
Staphylococcus aureus,15577,10848,14843,12898,21720,20818,19108
Staphylococcus sp. MZ8,224,NA,242,NA,NA,NA,249
Staphylococcus argenteus,17,11,14,11,17,13,10
Staphylococcus schweitzeri,5,1,4,6,11,13,11
Staphylococcus saprophyticus,3,4,9,5,18,23,6
Staphylococcus simiae,2,1,3,NA,2,4,NA
Staphylococcus epidermidis,2,2,3,3,5,9,3
Staphylococcus croceilyticus,4,NA,NA,NA,NA,NA,NA
Staphylococcus warneri,1,1,NA,1,NA,1,1
Staphylococcus gallinarum,1,NA,1,NA,NA,1,NA
Staphylococcus arlettae,1,NA,NA,NA,NA,2,1
Staphylococcus agnetis,1,2,NA,NA,NA,2,2
Staphylococcus kloosii,1,NA,NA,NA,NA,NA,NA
Staphylococcus capitis,1,NA,NA,1,3,5,NA
Staphylococcus chromogenes,1,NA,NA,NA,NA,1,NA
Staphylococcus pasteuri,1,NA,NA,1,1,NA,1
Staphylococcus massiliensis,1,NA,NA,NA,NA,NA,NA
Listeria monocytogenes,15014,10477,14131,13861,21929,20406,21070
Listeria innocua,53,46,87,46,40,84,71
Listeria seeligeri,12,27,21,14,11,7,4
Listeria welshimeri,10,5,8,6,13,11,16
Listeria swaminathanii,9,9,25,15,21,7,17
