species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Escherichia coli,45998,43847,39152,28742,32997,30569,35284
Salmonella enterica,37959,35644,31965,23751,30594,28101,32528
Pseudomonas aeruginosa,18996,18388,14283,13351,22866,20276,25595
Staphylococcus aureus,21319,16836,21828,20552,31560,31753,32623
Bacillus subtilis,20420,15149,16381,12031,15162,13911,15212
Listeria monocytogenes,14191,10656,13890,14075,21216,20481,21173
Enterococcus faecalis,29077,23922,29285,25036,29930,30101,31259
Limosilactobacillus fermentum,15156,12000,14087,17055,24527,22437,26530
Saccharomyces cerevisiae,5903,6422,5838,4684,5299,5181,5619
Cryptococcus neoformans,5544,3832,5825,4292,3540,3075,3547
