species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Talaromyces stipitatus,1,NA,1,NA,1,NA,1
Fonsecaea pedrosoi,9,2,3,NA,4,2,5
Exophiala oligosperma,4,7,6,3,4,6,8
Exophiala mesophila,1,1,1,NA,2,NA,NA
Cladophialophora carrionii,2,1,2,4,NA,1,2
Cyphellophora europaea,2,1,NA,2,2,1,1
Neurospora crassa,25,13,7,11,6,7,10
Neurospora tetrasperma,2,1,3,NA,2,1,3
Sordaria macrospora,2,2,2,3,NA,NA,1
Sporothrix brasiliensis,8,3,1,4,5,1,8
Sporothrix schenckii,1,1,1,NA,1,1,NA
Fusarium verticillioides,5,1,1,3,NA,1,1
Fusarium fujikuroi,3,2,NA,1,NA,1,NA
Fusarium proliferatum,1,1,1,1,NA,NA,NA
Fusarium odoratissimum,5,1,4,3,1,1,3
Fusarium oxysporum,4,11,10,6,8,5,3
Fusarium graminearum,1,NA,NA,NA,1,NA,NA
Trichoderma reesei,2,3,2,2,8,2,3
Trichoderma virens,1,1,2,1,NA,NA,1
Lomentospora prolificans,6,9,8,6,4,5,3
Scedosporium apiospermum,1,2,1,NA,2,2,NA
Sclerotinia sclerotiorum,9,11,3,2,4,3,4
Botrytis cinerea,5,3,3,3,3,1,4
Cenococcum geophilum,10,9,6,6,5,7,8
Zymoseptoria tritici,2,3,2,2,3,1,3
Schizosaccharomyces pombe,9,7,2,6,3,5,4
Schizosaccharomyces octosporus,3,4,2,3,9,1,3
Schizosaccharomyces japonicus,2,NA,2,1,3,NA,2
Nosema ceranae,8,3,4,7,4,5,2
Nosema bombycis,2,4,3,2,4,1,3
Vittaforma corneae,3,4,2,NA,1,NA,1
Enterocytozoon bieneusi,5,3,3,1,NA,1,3
Encephalitozoon cuniculi,3,4,NA,1,2,1,2
Spraguea lophii,2,2,2,NA,1,1,NA
Edhazardia aedis,10,3,11,3,9,2,9
Pseudoloma neurophilia,4,2,1,5,2,4,2
Nematocida ausubeli,2,1,NA,4,NA,1,NA
Nematocida displodere,1,1,1,NA,3,NA,2
Amphiamblys sp. WSBS2006,1,NA,NA,NA,NA,NA,NA
Hamiltosporidium tvaerminnensis,4,2,2,3,4,4,3
Trachipleistophora hominis,3,1,3,2,3,1,4
Anncaliia algerae,6,5,8,3,5,5,7
Rhizophagus irregularis,29,12,30,23,28,18,25
Phycomyces blakesleeanus,11,4,3,4,2,1,2
Mucor lusitanicus,4,1,2,3,3,4,5
Mucor circinelloides,3,3,1,1,2,5,2
Rhizopus delemar,4,3,3,2,4,5,7
Allomyces macrogynus,6,4,3,4,5,5,8
Batrachochytrium dendrobatidis,1,1,3,1,3,3,2
Eimeria necatrix,15,9,21,5,10,15,7
Eimeria praecox,13,5,8,4,12,11,11
Eimeria brunetti,5,9,2,1,3,6,6
Eimeria mitis,2,6,5,8,3,10,6
Eimeria maxima,6,3,13,5,10,NA,6
Eimeria acervulina,6,NA,NA,5,2,NA,3
Eimeria falciformis,1,2,3,1,1,1,2
Cyclospora cayetanensis,2,2,1,2,2,1,5
Toxoplasma gondii,16,3,8,4,13,11,14
Neospora caninum,12,12,9,3,13,2,6
Hammondia hammondi,11,3,NA,1,6,2,2
Cystoisospora suis,6,6,NA,NA,6,6,2
Sarcocystis neurona,3,4,7,1,9,4,6
Cryptosporidium baileyi,7,7,3,6,6,4,7
Cryptosporidium meleagridis,7,4,6,2,5,NA,1
Cryptosporidium parvum,1,NA,NA,NA,1,NA,NA
Gregarina niphandrodes,7,5,3,4,6,NA,5
Plasmodium malariae,5,6,3,1,3,3,4
Plasmodium ovale,4,2,3,3,4,1,6
Plasmodium inui,3,3,2,NA,4,3,4
Plasmodium vivax,3,1,2,5,4,2,5
Plasmodium cynomolgi,1,1,6,1,6,2,8
Plasmodium vinckei,4,NA,3,2,1,2,2
Plasmodium chabaudi,4,5,4,2,2,5,2
Plasmodium yoelii,2,4,3,4,3,1,1
Plasmodium berghei,2,NA,NA,NA,NA,NA,NA
Plasmodium gallinaceum,5,NA,1,3,1,2,2
Plasmodium relictum,4,1,NA,NA,3,1,2
Plasmodium reichenowi,4,3,3,1,4,1,3
Plasmodium sp. gorilla clade G2,1,1,5,1,1,4,2
Plasmodium sp. DRC-Itaito,1,3,NA,2,1,1,NA
Plasmodium gaboni,1,NA,1,NA,1,3,NA
Plasmodium coatneyi,1,3,2,1,3,NA,1
Babesia microti,6,6,4,3,4,2,3
Theileria orientalis,2,1,1,3,2,1,1
Theileria annulata,2,1,1,NA,NA,1,1
Chromera velia,8,7,3,8,12,4,7
Vitrella brassicaformis,1,1,1,NA,3,1,2
Phytophthora capsici,10,6,8,6,9,6,8
Phytophthora palmivora,9,4,5,5,8,8,9
Phytophthora cinnamomi,6,4,2,5,6,5,2
Phytophthora infestans,5,7,5,9,7,7,6
Phytophthora sojae,4,4,2,1,4,5,5
Phytophthora parasitica,3,1,2,6,3,2,3
Phytophthora ramorum,2,NA,1,3,NA,3,4
Hyaloperonospora arabidopsidis,2,3,1,2,4,2,3
Aphanomyces invadans,19,9,16,13,19,10,11
Aphanomyces astaci,14,10,8,11,10,20,14
Saprolegnia diclina,6,4,3,2,2,4,5
Globisporangium ultimum,5,3,3,4,5,9,3
Globisporangium iwayamae,3,2,2,1,3,2,5
Pythium arrhenomanes,5,1,3,3,3,3,2
Pythium aphanidermatum,2,NA,NA,1,3,1,2
Phytopythium vexans,2,3,4,1,4,4,3
Albugo candida,7,4,3,NA,2,1,1
Albugo laibachii,2,3,3,2,2,2,1
Acanthamoeba healyi,14,11,9,13,7,8,6
Acanthamoeba palestinensis,13,7,9,8,6,2,4
Acanthamoeba lenticulata,6,NA,3,2,5,4,5
Acanthamoeba culbertsoni,5,1,5,2,4,3,4
Acanthamoeba mauritaniensis,5,NA,7,6,12,2,6
Acanthamoeba astronyxis,3,3,3,NA,1,4,4
Acanthamoeba rhysodes,2,16,1,NA,NA,1,4
Acanthamoeba quina,1,NA,2,3,4,1,1
Acanthamoeba royreba,1,3,1,1,4,4,2
Acanthamoeba polyphaga,12,NA,4,NA,NA,NA,NA
Acanthamoeba castellanii,1,NA,1,NA,2,7,14
Entamoeba invadens,13,5,4,4,6,10,12
Entamoeba moshkovskii,7,4,9,3,7,8,11
Entamoeba histolytica,6,13,2,3,12,5,11
Entamoeba dispar,1,1,6,2,4,3,7
Trypanosoma brucei,5,4,3,NA,NA,NA,6
Trypanosoma congolense,5,5,5,2,5,6,6
Trypanosoma cruzi,3,2,3,3,3,1,4
Trypanosoma vivax,1,1,4,2,1,1,1
Trypanosoma grayi,1,NA,NA,1,NA,1,2
Leishmania amazonensis,3,NA,NA,1,NA,NA,NA
Leishmania tarentolae,2,NA,NA,1,2,2,1
Leptomonas pyrrhocoris,4,5,4,1,3,3,2
Leptomonas seymouri,1,3,2,1,1,2,NA
Paratrypanosoma confusum,3,3,1,4,3,1,2
Blechomonas ayalai,1,1,NA,1,NA,2,3
Bodo saltans,1,NA,2,2,3,2,1
Naegleria fowleri,16,16,10,11,16,10,12
Trichomonas vaginalis,27,8,17,15,14,18,10
Monocercomonoides exilis,8,4,12,2,8,12,15
Giardia intestinalis,3,1,1,1,NA,3,2
Spironucleus salmonicida,2,1,3,2,4,NA,1
Chlamydia felis,3,NA,3,1,NA,3,2
