species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Bacillus spizizenii,40213,35443,35164,28561,33767,32337,35528
Bacillus subtilis,5862,6529,8176,4938,4931,5392,5857
Bacillus vallismortis,132,145,151,68,106,101,111
Bacillus inaquosorum,144,153,134,90,113,98,122
Bacillus stercoris,148,NA,127,NA,NA,NA,NA
Bacillus rugosus,57,59,56,NA,NA,50,NA
Staphylococcus aureus,27419,20358,26582,25590,38380,40541,40652
Listeria monocytogenes,23775,20212,24615,26676,36662,37391,39314
Listeria innocua,154,107,166,149,206,206,196
Listeria welshimeri,50,NA,50,NA,66,52,49
Listeria swaminathanii,46,NA,69,66,82,63,57
Enterococcus faecalis,34542,29498,37859,31937,36289,36867,38976
Limosilactobacillus fermentum,17269,14057,16542,20356,28257,26354,31266
Salmonella enterica,51162,48527,45654,33449,42876,40981,42490
Salmonella bongori,46,NA,NA,NA,NA,NA,NA
Escherichia coli,34782,41027,30063,22395,24924,21009,27188
Escherichia albertii,73,48,55,NA,45,NA,NA
Shigella flexneri,971,NA,NA,NA,NA,NA,NA
Pseudomonas aeruginosa,24477,21674,17046,16166,28062,24015,34643
Cryptococcus neoformans,7810,5880,8663,6361,5071,4564,5304
Saccharomyces cerevisiae,7170,8211,7966,6750,6434,7247,6065
Saccharomyces paradoxus,75,60,72,NA,59,55,53
