Sample	BP	Sh	F	Si	ISi
A01_S1	0.852369503377456	0.868606623041241	3.621103503526215	0.2718746330604742	1.3733898658183332
A02_S2	0.7705222913426646	0.97607791241604	1.8535352514976675	0.3941121328423426	1.650470415740791
A03_S3	0.947846035333655	0.2621335439021453	0.5388325296133749	0.10049715578962026	1.1117252229233814
A04_S4	0.8544328524504767	0.5967337784379301	0.7416255916224284	0.26249180086939083	1.35591712902829
A05_S5	0.9178658842851334	0.4835351054603779	1.955444321357844	0.15667628238268683	1.185784271341677
A06_S6	0.8009781494044332	0.8332492433400096	0.8797018388474998	0.3498538561297809	1.5381157135642691
A07_S7	0.9569019218789655	0.26757174168270015	1.8606096494038613	0.08387747213460872	1.091557045682576
A08_S8	0.8419928496341285	0.6639179416536503	0.7607470686694764	0.28408883639079363	1.3968213527479911
A09_S9	0.5285445550012403	1.2258971257685853	1.3876553906508284	0.6299908184933141	2.7026356371157516
A10_S10	0.4254891532013235	1.312393303232996	1.1548756699670513	0.6750842028098449	3.077720469881481
A11_S11	0.9743863150948119	0.1563434499290053	0.7757655674316785	0.050345643343669755	1.053014702655536
A12_S12	0.9098811096433289	0.42669033711042526	0.785634652367105	0.16912989987168137	1.2035575715693236
B01_S13	0.7448970167174656	1.001730114126	1.3556268899786243	0.4295175466440788	1.7529022919414927
B02_S14	0.5149108839266783	1.0764446806068861	1.5020296289827146	0.5907002522282273	2.443197205578549
B04_S16	0.4647178968106931	0.9993447788410993	1.240513843873431	0.569891669747178	2.3249956572852004
B05_S17	0.4313297455899675	1.3993648572696582	2.338971496964585	0.6883080474567991	3.2082958569852678
B06_S18	0.8128494175992095	0.6497989764691711	2.650103743025823	0.31484528040687365	1.4595243547236192
B07_S19	0.5795454545454546	0.6804382913330141	0.3162861771092026	0.4901298701298701	1.9612837493632194
B08_S20	0.5089236971402176	1.0736180685707821	1.1976685138764358	0.6009196495928026	2.5057610553355003
B09_S21	0.5406929201635464	1.0475563820362142	1.5608102581365377	0.5842796149546563	2.405462989001435
B10_S22	0.43499979375489833	1.0125723392786676	0.45503305040648107	0.6117558843600678	2.5756990504588257
B11_S23	0.6379494164672825	0.9410421878543076	1.8437261053724003	0.5017785855978918	2.0071397396678594
B12_S24	0.5781635293830416	1.0132302330071583	1.3631816494978088	0.5493169562413357	2.2188542787411563
Blank_S38	0.655973320241743	0.7586365515685948	0.6615496691772814	0.4657958442554252	1.8719435055801803
C01_S25	0.9456110445571464	0.2949753617283448	0.98637136766425	0.10473625669538311	1.1169892754829749
C02_S26	0.5391460942290377	1.4938277372292899	1.635928430044967	0.6585082429764764	2.928328369375882
C03_S27	0.21888049051218353	2.416998638756708	2.5847225967285845	0.877484971472213	8.162263944404142
C05_S29	0.9236636482847986	0.4366490954371006	1.3997877984290856	0.14602215617043046	1.170990567525277
C06_S30	0.897881250794304	0.4662645237024181	1.4609766409692126	0.18871382874888198	1.2326106809608977
C07_S31	1.0	-0.0	0.08350303913914857	0.0	1.0
C08_S32	0.6721203414180681	0.8216871896347075	0.3113291124054525	0.4782876082534735	1.916764899243277
C09_S33	0.595200907184732	1.1249895903826292	1.0532211991215228	0.5732609283636068	2.343352335105745
C10_S34	0.9324418219328908	0.27027672268940234	0.23246323853729595	0.12686257010948288	1.1452950770022425
C11_S35	0.22704873152035043	2.931182806191398	7.377937630561483	0.8861571885635391	8.78404167449896
C12_S36	0.46877979936682307	1.576946777349258	1.4269698943264875	0.7036533136353764	3.374426123225162
ENC_S37	0.9792984473835538	0.12293088852404323	0.37200590271276696	0.04082664673598291	1.042564408818335
