Sample	BP	Sh	F	Si	ISi
D1RP_S9	0.4418604651162791	1.7276323545675683	1.7471057637530907	0.732798639775384	3.7424959182819104
D1SG_S1	0.2448377581120944	2.2010810136512835	1.435640777888442	0.8694022384490976	7.657099081366989
D2RP_S10	0.3458333333333333	1.7266484411054728	1.4675477601175353	0.7633645090541642	4.225908784869862
D2SG_S2	0.2410520607375271	2.146124874163241	1.3960099681965363	0.8614321468347191	7.2166810494438485
L1RP_S13	0.5359342915811088	1.6161318702478562	2.0003485023074004	0.6756153826653484	3.082760237574242
L1SG_S5	0.19146005509641872	2.3084801002281887	1.8392412603306665	0.8929305595136316	9.339733125133082
L2RP_S14	0.1912568306010929	2.1449541597231083	2.2721623670781623	0.8771392541884345	8.139296187683284
L2SG_S6	0.16847826086956522	2.2724970970827565	2.5663039808173833	0.8904727963886909	9.130151843817787
S1RP_S11	0.31092436974789917	2.1381094204701636	2.957531540427539	0.8530123913972368	6.803294573643411
S1SG_S3	0.20673076923076922	2.1838403769566073	2.4759442063706594	0.8751858045336306	8.01190919240789
S2RP_S12	0.32335329341317365	2.046382765356349	2.184069936613128	0.8324612037186887	5.968766770419664
S2SG_S4	0.25274725274725274	2.025940995893291	2.574716587451394	0.8439681865096229	6.408949416342412
