species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Bacillus spizizenii,7768,4577,5637,3940,5175,4369,4580
Bacillus subtilis,430,NA,NA,NA,NA,NA,NA
Bacillus inaquosorum,19,NA,NA,NA,NA,NA,NA
Staphylococcus aureus,4610,2433,3715,2918,5339,4772,4709
Listeria monocytogenes,4173,2269,3425,2984,5401,4614,4733
Enterococcus faecalis,6273,3490,5047,3701,5149,4656,4554
Limosilactobacillus fermentum,3093,1451,2053,2440,3416,2845,3234
Salmonella enterica,11342,6199,8010,4816,6433,5338,6062
Escherichia coli,6302,3385,2702,2827,3176,2417,2707
Pseudomonas aeruginosa,4223,2534,1963,2188,3334,2423,3218
Cryptococcus neoformans,1279,554,895,717,550,484,524
Saccharomyces cerevisiae,863,615,666,445,589,493,533
