Sample	BP	Sh	F	Si	ISi
D1RP_S9	0.6623140234251346	1.322752625420627	3.5457349785913865	0.5290489932533639	2.123363122011508
D1SG_S1	0.30588725354068314	2.5144452967549418	7.544737766959908	0.832900625106972	5.984462842186993
D2RP_S10	0.7860909296178724	0.7327429302213362	0.977627542678372	0.3620623397466316	1.5675512864420516
D2SG_S2	0.7215218202163372	1.1255874191475725	2.9709876311415107	0.4563646986525314	1.8394684773438625
L1RP_S13	0.3457826269408309	2.01403566121872	2.8185400918367627	0.7847882055689035	4.64658548405053
L1SG_S5	0.3600802407221665	1.8734023270799236	1.3646200177900993	0.8034565544021623	5.087933596351899
L2RP_S14	0.6352100644560068	0.7119612953692522	0.5108883930874952	0.47108201870164434	1.8906523040590544
L2SG_S6	0.9299905392620624	0.33036129600328534	0.54464098723685	0.13309582416921328	1.1535300300539706
S1RP_S11	0.44	1.2403872459921863	0.9593749980953581	0.6567487684729064	2.9133180252583237
S1SG_S3	0.5839506172839506	1.2945429611124	0.8788264615157351	0.6159990233331807	2.604160043237744
S2RP_S12	0.799016972582751	0.803478679242271	1.055784446944513	0.34945700493071996	1.5371774157578997
S2SG_S4	0.229607250755287	2.1386861689267698	1.751239327133132	0.8518410006685249	6.749505629170097
