Sample	BP	Sh	F	Si	ISi
ZC1_S4	0.2161878581859683	2.1611457192435095	0.9093644006612931	0.8692569701813017	7.648591296887505
ZC2_S5	0.20529064220797696	2.1189606215472088	0.8430449671861588	0.865347569202511	7.4265276466041215
ZC3_S6	0.19781156850167905	2.1442403184566707	0.9266567882848399	0.8700584166790541	7.695765854492287
ZC4_S7	0.17005291696609395	2.1746475645450185	0.9451471710438122	0.8784023817086523	8.223845286212768
ZP1_S20	0.16019188162420742	2.160136400920703	0.8256265610611921	0.8780829392948069	8.202297481712536
ZP2_S21	0.16412227903904528	2.146168123849711	0.8338308071539101	0.875208067310004	8.013338510303923
ZP3_S22	0.16686848460659032	2.1574416061313793	0.8268636820144721	0.8775932005709743	8.16948081858658
