species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Bacillus spizizenii,41957,37493,36323,31623,36162,34476,38824
Bacillus subtilis,4727,5560,7518,3013,2273,4090,3601
Bacillus inaquosorum,158,195,168,126,140,121,147
Bacillus vallismortis,145,189,170,64,130,129,131
Bacillus halotolerans,76,86,64,NA,NA,82,87
Bacillus tequilensis,37,31,47,35,32,28,41
Bacillus atrophaeus,33,30,30,25,30,35,31
Bacillus rugosus,62,66,66,50,42,62,57
Bacillus cabrialesii,41,34,36,NA,34,38,39
Staphylococcus aureus,25058,20607,26230,25580,37404,38453,39945
Staphylococcus argenteus,41,25,44,42,54,62,34
Listeria monocytogenes,24143,20605,25493,28137,38063,38782,40557
Listeria innocua,340,161,279,402,324,464,416
Listeria welshimeri,61,35,57,31,65,58,58
Listeria swaminathanii,57,40,79,76,90,88,70
Listeria seeligeri,37,NA,36,22,42,45,32
Listeria ivanovii,25,22,105,32,126,90,175
Enterococcus faecalis,35226,30575,37136,32859,36805,38000,39981
Limosilactobacillus fermentum,17309,14342,16698,20478,28261,26694,31569
Actinomyces oris,27,29,31,NA,30,NA,23
Salmonella enterica,54984,53250,44912,36442,43343,42656,49236
Salmonella bongori,70,216,50,23,137,390,23
Escherichia coli,40406,42158,41137,26710,32584,26191,33424
Escherichia albertii,94,65,64,47,53,41,41
Escherichia marmotae,58,30,33,29,NA,NA,30
Escherichia sp. E4742,43,32,36,NA,NA,NA,NA
Escherichia fergusonii,81,45,47,34,39,37,36
Shigella flexneri,2283,1867,878,1472,NA,2851,864
Shigella dysenteriae,213,232,136,173,NA,NA,156
Shigella boydii,306,273,NA,NA,296,NA,NA
Klebsiella pneumoniae,108,81,68,NA,NA,NA,NA
Pseudomonas aeruginosa,22333,22931,17497,16123,27994,25534,32064
Pseudomonas sp. CIP-10,710,448,534,655,471,340,425
Burkholderia multivorans,33,29,22,NA,24,NA,NA
Homo sapiens,135,107,147,93,141,131,151
