species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Bacillus spizizenii,34165,27559,23924,21837,26806,24764,27821
Bacillus subtilis,2165,2176,7578,1477,2425,2316,1520
Bacillus inaquosorum,108,100,78,60,82,63,79
Bacillus vallismortis,73,66,71,NA,61,57,52
Bacillus rugosus,43,NA,26,NA,NA,40,NA
Bacillus cabrialesii,28,NA,NA,NA,NA,NA,NA
Staphylococcus aureus,19840,14548,19720,17438,28316,27877,28237
Listeria monocytogenes,18866,14511,18420,18627,28571,27164,28109
Listeria innocua,120,39,196,277,126,385,373
Enterococcus faecalis,27664,21337,27258,22199,27590,27346,28135
Limosilactobacillus fermentum,13502,9648,11716,13975,20469,18102,21282
Actinomyces oris,27,NA,NA,NA,NA,NA,NA
Salmonella enterica,46846,34592,36132,27447,33046,31099,35211
Salmonella bongori,27,NA,NA,NA,NA,NA,NA
Escherichia coli,27569,29649,25151,16979,22716,18401,21907
Escherichia albertii,31,49,NA,NA,NA,NA,NA
Shigella flexneri,2443,2163,NA,NA,NA,NA,NA
Shigella dysenteriae,173,NA,NA,NA,NA,NA,NA
Pseudomonas aeruginosa,17382,15379,11965,11349,20219,17147,21684
Pseudomonas sp. CIP-10,442,NA,315,327,NA,NA,NA
Homo sapiens,30,29,33,20,47,38,43
